,x,y,z,L,R,kx,ky,kz,dist,t
60,557.6573588,388.847318,0,4.2003925132772615,514.5790226584512,-0.00013561741469004507,-0.0019385982518589284,0,4.2003925132772615,0
61,560.6056626,388.6325534,0,2.956115547556855,375.87287037642704,-0.00020371869365468946,-0.00265266292873991,0,2.956115547556855,0
62,562.7956491,388.4579279,0,2.1969376266595817,1999.098719573704,-4.003484236093055e-05,-0.000498620781659496,0,2.1969376266595817,0
63,564.7734112,388.2981432,0,1.984206157270647,1571.031346632328,-5.1658871497465894e-05,-0.0006344248156961711,0,1.984206157270647,0
64,566.5602324,388.1516226,0,1.7928185315289658,1249.9916476299395,-6.595332850678727e-05,-0.0007972820776685891,0,1.7928185315289658,0
65,568.1773959,388.0167895,0,1.622774707279998,1013.4691932314628,-8.277094802138609e-05,-0.0009832320320586987,0,1.622774707279998,0
66,569.6461854,387.8920673,0,1.474075378833559,844.3678281824592,-0.00010123572288756822,-0.0011799832220583545,0,1.474075378833559,0
67,570.9878842,387.7758794,0,1.3467202003489427,730.6909239992,-0.00011932922284096317,-0.0013633554548582287,0,1.3467202003489427,0
68,572.2237759,387.6666492,0,1.2407092853367032,665.6779389783319,-0.0001336483675413681,-0.0014962709989159689,0,1.2407092853367032,0
69,573.3751438,387.5628001,0,1.1560418144346714,649.4287446314406,-0.0001396889559862299,-0.0015334655683460442,0,1.1560418144346714,0
70,574.4632714,387.4627555,0,1.0927170703667686,693.8603552270778,-0.00013308138377231187,-0.0014350546725224024,0,1.0927170703667686,0
71,575.5094422,387.3649387,0,1.0507337765270064,839.8490683337983,-0.000111587448151534,-0.0011854498038426189,0,1.0507337765270064,0
72,576.5349397,387.2677732,0,1.030090412001078,1229.730204325635,-7.704463038961575e-05,-0.0008095285094748319,0,1.030090412001078,0
73,577.5610472,387.1696823,0,1.0307853443947483,2694.0991908788806,-3.5392817196927894e-05,-0.00036949034544871975,0,1.0307853443947483,0
74,578.6090483,387.0690895,0,1.0528177510914254,17995.983927633275,5.307692208173554e-06,5.531388497903761e-05,0,1.0528177510914254,0
75,579.7002263,386.9644181,0,1.09618681330419,2491.8054536781538,3.823246743098763e-05,0.00039949012523505243,0,1.09618681330419,0
76,580.8558648,386.8540915,0,1.1608928896972235,1580.7341190915258,5.989017352688091e-05,0.0006297761627168674,0,1.1608928896972235,0
77,582.0972472,386.7365331,0,1.2469363417754622,1333.4001529431632,7.03556860642947e-05,0.000746655009110951,0,1.2469363417754622,0
78,583.4456569,386.6101662,0,1.3543180248633724,1288.6686170933115,7.199948287596304e-05,0.0007726472859691134,0,1.3543180248633724,0
79,584.9223774,386.4734144,0,1.4830389374265625,1350.910978143712,6.785343265256845e-05,0.0007371248101889449,0,1.4830389374265625,0
80,586.5486922,386.324701,0,1.633099967558249,1493.340381479191,6.061410788417537e-05,0.0006668907355864496,0,1.633099967558249,0
81,588.3459239,386.1624443,0,1.8045412215241223,38400.14865186167,2.340937843338378e-06,2.5936136224372454e-05,0,1.8045412215241223,0
82,590.3843541,385.9785149,0,2.046711436538228,3221.303333700735,-2.7995566927219673e-05,-0.00030916842637651023,0,2.046711436538228,0
83,592.6946428,385.7684768,0,2.31981677742,5210.589894597842,-1.7418853821612887e-05,-0.00019112472603887177,0,2.31981677742,0
84,595.2472575,385.5352018,0,2.56325165215617,8105.400523903045,-1.1247428643876357e-05,-0.0001228607773354888,0,2.56325165215617,0
85,598.0126654,385.2815617,0,2.7770153319183994,12457.229842766976,-7.340837610341033e-06,-7.993831720012908e-05,0,2.7770153319183994,0
86,600.9613339,385.0104283,0,2.9611077730282163,19565.298989684525,-4.683813317871479e-06,-5.08958326578754e-05,0,2.9611077730282163,0
87,604.0637302,384.7246736,0,3.1155286149906933,33330.57100116695,-2.7532090912856667e-06,-2.987589369677097e-05,0,3.1155286149906933,0
88,607.2903218,384.4271693,0,3.240278099439784,73692.17831733462,-1.2462153857836942e-06,-1.351261610473785e-05,0,3.240278099439784,0
89,610.611576,384.1207873,0,3.3353559616541113,4853533.3905140795,1.8926112495951002e-08,2.0516435932880977e-07,0,3.3353559616541113,0
90,613.9979602,383.8083995,0,3.400762280371588,78822.93347928861,1.1651011331513903e-06,1.2633050282716109e-05,0,3.400762280371588,0
91,617.4199416,383.4928776,0,3.43649687491869,40025.871276443104,2.292822922864941e-06,2.4878409702842637e-05,0,3.43649687491869,0
92,620.8479876,383.1770936,0,3.4425599359738053,26300.560007816457,3.485258168037371e-06,3.786193035204234e-05,0,3.4425599359738053,0
93,624.2525655,382.8639193,0,3.4189514210278618,18918.110211749037,4.83713933223119e-06,5.263761490910662e-05,0,3.4189514210278618,0
94,627.6041427,382.5562264,0,3.365671500350367,14112.640911515153,6.469533965876214e-06,7.056250044140051e-05,0,3.365671500350367,0
95,630.8731865,382.256887,0,3.2827201285992325,10660.412721167018,8.539356365764471e-06,9.34155080724708e-05,0,3.2827201285992325,0
96,634.0301643,381.9687727,0,3.170097582024512,8022.683533500376,1.1303978114691941e-05,0.00012413294473523597,0,3.170097582024512,0
97,637.0455434,381.6947555,0,3.0278039141616753,5951.149916468346,1.5164626410032275e-05,0.0001673490722023589,0,3.0278039141616753,0
98,639.8897911,381.4377071,0,2.8558394315678424,4304.1884778078265,2.083495934806565e-05,0.00023139573298221024,0,2.8558394315678424,0
99,642.5333748,381.2004995,0,2.654204631222616,3001.90288709356,2.9624600963380577e-05,0.0003318021602195528,0,2.654204631222616,0
100,644.9467618,380.9860045,0,2.422900104584117,1996.7368198182085,4.4033773622638705e-05,0.0004988775628778828,0,2.422900104584117,0
101,647.1005291,380.7970758,0,2.162037843385976,875.5591704030106,-0.00010120894475878913,-0.0011376341403511734,0,2.162037843385976,0
102,649.0766123,380.6190178,0,1.9840890768022597,356.66963195171434,-0.00025937948791468837,-0.0027916912664763035,0,1.9840890768022597,0
103,650.9681167,380.4381926,0,1.9001280609933957,381.14986341576787,-0.00025618731818788577,-0.002611102167076838,0,1.9001280609933957,0
104,652.7815303,380.2558918,0,1.822553830849878,426.05354441254025,-0.00023976526930174962,-0.0023348443598886423,0,1.822553830849878,0
105,654.523341,380.0734067,0,1.7513438629682037,510.0460470052466,-0.00020763720287640935,-0.0019495814302058676,0,1.7513438629682037,0
106,656.2000369,379.8920288,0,1.6864777151463701,688.1231442331118,-0.0001580626719476631,-0.0014446067178507341,0,1.6864777151463701,0
107,657.8181057,379.7130495,0,1.6279374162915838,1222.5507778150484,-9.046994886377125e-05,-0.0008129433655873029,0,1.6279374162915838,0
108,659.3840356,379.5377603,0,1.575710238384692,18549.612100105256,-5.999412468170444e-06,-5.3574615425750155e-05,0,1.575710238384692,0
109,660.9043144,379.3674524,0,1.5297883548164235,1200.6600107609383,9.219481623284702e-05,0.0008277567811426152,0,1.5297883548164235,0
110,662.3854302,379.2034175,0,1.4901716214676886,547.4490487571944,0.000198602980754385,0.0018158253569832193,0,1.4901716214676886,0
111,663.8338708,379.0469467,0,1.4568676271305787,344.43783153350364,0.000305713666738293,0.0028871409540781844,0,1.4568676271305787,0
112,665.2561242,378.8993317,0,1.4298933254046193,248.23361694867026,0.0004043360407794598,0.004008120309555244,0,1.4298933254046193,0
113,666.6586785,378.7618638,0,1.409274986643357,193.76139286372967,0.00048474669327074483,0.005138171452655044,0,1.409274986643357,0
114,668.0480214,378.6358344,0,1.3950473481014944,159.8815629053786,0.0005378657520722368,0.006231460127520808,0,1.3950473481014944,0
115,669.4306411,378.522535,0,1.38725411834615,137.70644579249358,0.0005566223957539489,0.007240460079445296,0,1.38725411834615,0
116,670.8130254,378.4232569,0,1.385944621558211,122.87080324713112,0.0005371950435662695,0.008120881666578572,0,1.385944621558211,0
117,672.2016623,378.3392916,0,1.3911731062831558,113.01769197833369,0.00047966968199937446,0.008835160905983144,0,1.3911731062831558,0
118,673.6030398,378.2719306,0,1.4029955102663287,106.78737440416572,0.0003881517177791175,0.009356355068677217,0,1.4029955102663287,0
119,675.0236458,378.2224651,0,1.4214669334621572,103.36163850857696,0.000270178280695312,0.009670995987325667,0,1.4214669334621572,0
120,676.4699683,378.1921867,0,1.4466394006498895,101.92090459844121,0.0001357358318929594,0.009810590920208627,0,1.4466394006498895,0
121,677.9484535,378.182456,0,1.478517221117697,33.30645756306482,-0.00046884012349071466,0.0300205469241982,0,1.478517221117697,0
122,679.4366332,378.2389964,0,1.4892533821764684,22.59728339357417,-0.0031363624508216345,0.044141824951214305,0,1.4892533821764684,0
123,680.9126619,378.3927231,0,1.4840123387346424,25.32528213078371,-0.005239250401475349,0.039137103620534554,0,1.4840123387346424,0
124,682.377897,378.6327857,0,1.4847706725924659,29.13280808482831,-0.00641126967825065,0.03372150358169879,0,1.4847706725924659,0
125,683.8336961,378.9483332,0,1.4896043918830095,34.44146950833678,-0.00676271796935744,0.02823620493393932,0,1.4896043918830095,0
126,685.2814167,379.3285149,0,1.4968076231364373,42.03367109682471,-0.006451393011346269,0.022899019529158234,0,1.4968076231364373,0
127,686.7224165,379.7624802,0,1.5049273421677538,53.50587129338767,-0.005640507183583227,0.01781806664746418,0,1.5049273421677538,0
128,688.158053,380.2393782,0,1.5127735661810606,72.64370052000932,-0.0044754288128674505,0.013017998971893641,0,1.5127735661810606,0
129,689.5896837,380.7483582,0,1.5194166978095833,111.02170505800463,-0.003075286015262735,0.00846599831405927,0,1.5194166978095833,0
130,691.0186663,381.2785695,0,1.5241769233754525,228.72143261380154,-0.0015345707094108708,0.004093973583175116,0,1.5241769233754525,0
131,692.4463582,381.8191614,0,1.5266118575693162,5028.469143751876,7.03932421113005e-05,-0.00018599232834009196,0,1.5266118575693162,0
132,693.874117,382.3592831,0,1.526507989428275,209.52368445202245,0.0016724542714924317,-0.004470106209547454,0,1.526507989428275,0
133,695.3033004,382.8880838,0,1.5238751166536535,106.201733091713,0.003204024603229808,-0.008854155914856174,0,1.5238751166536535,0
134,696.7352658,383.3947128,0,1.518946296100702,70.48717102766744,0.004587540877979373,-0.013424784383567381,0,1.518946296100702,0
135,698.1713708,383.8683195,0,1.5121841413365926,52.28647667698962,0.005726681715848598,-0.018247909520533925,0,1.5121841413365926,0
136,699.612973,384.2980529,0,1.5042897653446043,41.254902177813065,0.006499896273073239,-0.0233518055471842,0,1.5042897653446043,0
137,701.0614299,384.6730625,0,1.4962150885650627,33.90818386334063,0.006759999534792957,-0.028706191048479563,0,1.4962150885650627,0
138,702.5180992,384.9824974,0,1.4891727256771188,28.754386523320694,0.006343053312411942,-0.03419395338225541,0,1.4891727256771188,0
139,703.9843383,385.2155069,0,1.4846381799815305,25.05433942307204,0.005093605115476186,-0.03958689622245236,0,1.4846381799815305,0
140,705.4615048,385.3612403,0,1.4843379307279334,22.418144800366782,0.0029075173905408016,-0.044511865584143176,0,1.4843379307279334,0
141,706.9509564,385.4088959,0,1.49021378498324,27.530336485787686,0.00017857479774448972,-0.0363231272459267,0,1.49021378498324,0
142,708.4535999,385.3752541,0,1.5030200460404441,40.34601905960583,-0.0010162309604651268,-0.024764750870571235,0,1.5030200460404441,0
143,709.9685451,385.2845195,0,1.517659950924572,46.766324139194346,-0.001624565408357189,-0.021321105406746206,0,1.517659950924572,0
144,711.4944609,385.1430712,0,1.5324577156523913,55.048538510378336,-0.0019283416418390898,-0.01806314754363099,0,1.5324577156523913,0
145,713.0300163,384.9572883,0,1.5467532681076295,66.05483892311558,-0.0019942011235043536,-0.015007016850164165,0,1.5467532681076295,0
146,714.5738802,384.7335498,0,1.5599918775766686,81.35610897038572,-0.0018794480451400032,-0.012147102039116701,0,1.5599918775766686,0
147,716.1247216,384.4782348,0,1.5717171492285784,104.13153610654224,-0.0016314488495434924,-0.009463644575677251,0,1.5717171492285784,0
148,717.6812093,384.1977224,0,1.5815628874012113,141.91055734808754,-0.001288454820122696,-0.006927896751099055,0,1.5815628874012113,0
149,719.2420123,383.8983917,0,1.5892466368602842,217.8028754777624,-0.0008812067006734104,-0.004505949437646558,0,1.5892466368602842,0
150,720.8057997,383.5866218,0,1.5945631072317237,453.63024428236173,-0.0004348120851302354,-0.0021611311370097696,0,1.5945631072317237,0
151,722.3712402,383.2687918,0,1.597379062070218,6776.444048104125,2.9344914626162143e-05,0.00014462291484401655,0,1.597379062070218,0
152,723.9370029,382.9512807,0,1.5976314128529931,400.2045193763434,0.0004917037040500174,0.0024498655341288677,0,1.5976314128529931,0
153,725.5017567,382.6404677,0,1.5953241600324608,204.8061264799762,0.0009326182231125904,0.004792771097371773,0,1.5953241600324608,0
154,727.0641705,382.3427318,0,1.5905293296822323,136.37542964683814,0.0013306020499916863,0.007210962163675537,0,1.5905293296822323,0
155,728.6229133,382.0644521,0,1.5833883629684686,101.20777773095737,0.001660380374851298,0.009740156524433472,0,1.5833883629684686,0
156,730.176654,381.8120077,0,1.5741150967853808,79.64251150573168,0.0018910750104458485,0.01241288407361624,0,1.5741150967853808,0
157,731.7240616,381.5917777,0,1.5630008104405682,65.00082703026163,0.001984418908163753,0.015255898835064527,0,1.5630008104405682,0
158,733.263805,381.4101411,0,1.5504198116327075,54.393839706647775,0.0018933691553788031,0.01828667811335738,0,1.5504198116327075,0
159,734.7945531,381.2734771,0,1.5368366193416774,46.37311711849557,0.001561435275503569,0.021507612871510113,0,1.5368366193416774,0
160,736.3149749,381.1881648,0,1.522813395806116,40.11319367704533,0.0009239125697953512,0.024912327103503294,0,1.522813395806116,0
161,737.8237024,381.1606132,0,1.5089790455532175,30.55170566654048,-0.0002107414220683192,0.03273071832697978,0,1.5089790455532175,0
162,739.3063019,381.2061673,0,1.4832991786645866,27.45047419995797,-0.0021021536372743425,0.03636854009519447,0,1.4832991786645866,0
163,740.755409,381.3285138,0,1.454262718126486,29.13730170142071,-0.0037398879377203475,0.03411589111090528,0,1.454262718126486,0
164,742.1763083,381.5197616,0,1.4337121544247469,31.906791230270464,-0.0048775252578090005,0.03095942848761162,0,1.4337121544247469,0
165,743.5742844,381.7720197,0,1.4205531757688499,36.15112593239413,-0.005445978687247184,0.02712026021591063,0,1.4205531757688499,0
166,744.9546218,382.0773971,0,1.4137137950340595,42.603827301977944,-0.005449762039570784,0.022830640494644276,0,1.4137137950340595,0
167,746.3226052,382.4280028,0,1.4121979108991576,52.74675554637852,-0.004952242804794608,0.01830028606070106,0,1.4121979108991576,0
168,747.6835191,382.8159457,0,1.4151276751140323,70.00311363055795,-0.004054765861435255,0.013697530886734277,0,1.4151276751140323,0
169,749.0426481,383.2333349,0,1.4217754333640302,104.31905256602985,-0.002876526109518802,0.009144208303576696,0,1.4217754333640302,0
170,750.4052768,383.6722793,0,1.4315827465973705,201.35712606014866,-0.0015395354530560099,0.004721649229954463,0,1.4315827465973705,0
171,751.7766898,384.1248879,0,1.4441704059295841,1974.3461392337017,-0.00015891395890383072,0.0004809213670107917,0,1.4441704059295841,0
172,753.1621718,384.5832697,0,1.4593403464906138,268.08158623199233,0.0011620224531501053,-0.0035445949531210854,0,1.4593403464906138,0
173,754.5670072,385.0395338,0,1.477071233909197,130.01682322815938,0.002334238952995279,-0.007328547904479289,0,1.477071233909197,0
174,755.9964807,385.485789,0,1.4975106646462342,88.273264615937,0.0032840116047913345,-0.010842012541564165,0,1.4975106646462342,0
175,757.4558768,385.9141444,0,1.5209619736878703,68.51563360675038,0.003954821176492496,-0.014049182129721087,0,1.5209619736878703,0
176,758.9504802,386.3167089,0,1.5478686959660617,57.32257336400861,0.004309230171235725,-0.01690453346597904,0,1.5478686959660617,0
177,760.4855754,386.6855916,0,1.5787943879499804,50.41731972767965,0.00433176178742905,-0.01935565545930843,0,1.5787943879499804,0
178,762.0664471,387.0129014,0,1.6143998999742513,46.02953370922501,0.00403089901329994,-0.021347959825548015,0,1.6143998999742513,0
179,763.6983797,387.2907473,0,1.6554160670628046,43.30691861845378,0.003439828871565095,-0.022833348345723082,0,1.6554160670628046,0
180,765.386658,387.5112384,0,1.7026156182268595,41.8617745700257,0.0026112055893598345,-0.023744997707300455,0,1.7026156182268595,0
181,767.1365425,387.6665865,0,1.7567665739972047,72.78355119838791,0.0010496991355513385,-0.01369921044917427,0,1.7567665739972047,0
182,768.944776,387.7825217,0,1.8119462909041755,198.66289963983937,0.0002991606395874395,-0.005024754753223913,0,1.8119462909041755,0
183,770.8056211,387.8845547,0,1.8636403138167603,239.71872710327114,0.00021219691998388874,-0.0041661551392384154,0,1.8636403138167603,0
184,772.7183407,387.9743187,0,1.9148247554071243,292.84613958055206,0.00014892615403553852,-0.0034115133834835636,0,1.9148247554071243,0
185,774.6821978,388.053447,0,1.9654505837292013,363.8947987356479,0.00010321964145512772,-0.0027461077672001643,0,1.9654505837292013,0
186,776.6964552,388.1235727,0,2.0154777317685433,463.3001115562804,7.040725664310655e-05,-0.0021572795071436272,0,2.0154777317685433,0
187,778.760376,388.1863291,0,2.0648746776532527,611.58655955493,4.6935236708117466e-05,-0.001634417748589946,0,2.0648746776532527,0
188,780.8732229,388.2433495,0,2.113616178225333,855.5143053119895,3.0090426602067428e-05,-0.00116850015628109,0,2.113616178225333,0
189,783.0342589,388.2962671,0,2.1616838033547157,1329.7138220841505,1.7798719588773288e-05,-0.0007518308645865884,0,2.1616838033547157,0
190,785.242747,388.346715,0,2.2090642087671006,2646.496855050251,8.471396625401361e-06,-0.00037776302245135917,0,2.2090642087671006,0
191,787.4979499,388.3963267,0,2.255748532293697,24440.433896155533,8.979920998680878e-07,-4.090594843309015e-05,0,2.255748532293697,0
192,789.7991307,388.4467352,0,2.301732845306092,3791.5074685474365,-5.856167653392541e-06,0.0002636823151957621,0,2.301732845306092,0
193,792.1455523,388.4995739,0,2.347016457795765,1851.5056385138282,-1.2501600314478274e-05,0.0005399562693844235,0,2.347016457795765,0
194,794.5364776,388.556476,0,2.39160231626513,1263.1282679926878,-1.958540480150241e-05,0.0007914429377003282,0,2.39160231626513,0
195,796.9711694,388.6190747,0,2.4354964089952817,978.948041838846,-2.752561796276666e-05,0.0010211337515951878,0,2.4354964089952817,0
196,799.4488907,388.6890032,0,2.4787078963818763,811.5811291308146,-3.664220160608658e-05,0.0012316177501506004,0,2.4787078963818763,0
197,801.9689044,388.7678948,0,2.521248288594065,701.3257468749387,-4.7178144103192474e-05,0.0014250902260403502,0,2.521248288594065,0
198,804.5304735,388.8573828,0,2.5631317477294138,623.2366093899011,-5.931698811596029e-05,0.0016034302472423098,0,2.5631317477294138,0
199,807.1328608,388.9591003,0,2.604374417975977,565.0176870586964,-7.3199878441102e-05,0.0017683417068536746,0,2.604374417975977,0
200,809.7753292,389.0746806,0,2.644994905618265,511.45440011597657,-9.048877551120296e-05,0.0019531134459750423,0,2.644994905618265,0
201,812.4573191,389.205995,0,2.6852026544283683,106.27344233027529,-0.0005788597459728276,0.009391866755862146,0,2.6852026544283683,0
202,815.2215601,389.4125859,0,2.7719502351312673,78.21738700563417,-0.0011786078302395016,0.012730438746206486,0,2.7719502351312673,0
203,818.0957433,389.732373,0,2.8919185425057083,97.57683884221382,-0.001284067209755128,0.010167571676628049,0,2.8919185425057083,0
204,821.071721,390.1548749,0,3.005819543219644,121.82087049347757,-0.0012540147305560552,0.008112423706768903,0,3.005819543219644,0
205,824.1413459,390.6696098,0,3.1124827781014432,152.691429054978,-0.0011488577147442769,0.006447601975089823,0,3.1124827781014432,0
206,827.2964704,391.2660963,0,3.211013353317324,193.06991007811425,-0.0010044403695746154,0.00508114351026301,0,3.211013353317324,0
207,830.5289471,391.9338529,0,3.300727873195008,248.08924852975235,-0.0008416976278522716,0.003941948006625984,0,3.300727873195008,0
208,833.8306284,392.6623979,0,3.3811059172695193,327.8540299158364,-0.0006725791435424632,0.002975059404723163,0,3.3811059172695193,0
209,837.1933669,393.4412498,0,3.4517561474582354,455.3399786344389,-0.0005036462094232733,0.0021376305974368575,0,3.4517561474582354,0
