,x,y,z,t,curvature,L,R,kx,ky,kz,delta_time,delta_velocity,velocity,ay,ax,delta_position,position,max_velocity
12,114.93280391026916,121.37549311533024,0,1.6000000000000003,316.0346533844309,1.112842887114287,6792.224044307478,1.3058931355908555e-05,-0.0001466468792393462,0,(0.538122475772731+0j),0j,(25.481279999999998+0j),(0.09559396542323581+0j),(5.7165635509720225+0j),14.539738708166666,0,25.481279999999998
13,115.97882935020414,121.46856036704796,0,1.6500000000000006,257.5836862633208,1.0501574807301308,5199.854264458651,1.7023862397444675e-05,-0.00019155811037588534,0,(0.5747653983082733+0j),0j,(25.481279999999998+0j),(0.12486804387507139+0j),(5.715895859833132+0j),15.589896188896798,0,25.481279999999998
14,116.95722982841517,121.55541815460718,0,1.7000000000000006,207.16195560640855,0.9822483245204611,3889.8757119651737,2.2700406818335085e-05,-0.00025607341826130764,0,(0.6088019505018022+0j),0j,(25.481279999999998+0j),(0.16691937699736284+0j),(5.714936741596482+0j),16.57214451341726,0,25.481279999999998
15,117.86280342476962,121.63558882691876,0,1.7500000000000009,163.64074657723538,0.9091154355268848,2824.6781946934148,3.116286401538859e-05,-0.00035264840508496725,0,(0.6401069294098398+0j),0j,(25.481279999999998+0j),(0.22986534595629335+0j),(5.7135010528258885+0j),17.481259948944146,0,25.481279999999998
16,118.69034821913488,121.70859473289356,0,1.8000000000000007,126.20665724531618,0.8307588392477256,1973.865409761173,4.441485767542901e-05,-0.0005046694977416653,0,(0.6685555777754899+0j),0j,(25.481279999999998+0j),(0.32894625298538527+0j),(5.7112411885652445+0j),18.31201878819187,0,25.481279999999998
17,119.43466229137834,121.77395822144253,0,1.8500000000000008,94.26885949492154,0.747178575559382,1311.4275445386934,6.648985471807237e-05,-0.0007596234534604791,0,(0.6940248628218314+0j),0j,(25.481279999999998+0j),(0.4951059882357402+0j),(5.707451372156519+0j),19.059197363751252,0,25.481279999999998
18,120.0905437213674,121.83120164147644,0,1.9000000000000008,67.39727296303951,0.6583747104359811,813.8103857523051,0.00010634367745792589,-0.0012241771332982293,0,(0.7163979819170279+0j),0j,(25.481279999999998+0j),(0.7978463310445173+0j),(5.700546388123946+0j),19.717572074187235,0,25.481279999999998
19,120.65279058896942,121.8798473419063,0,1.9500000000000008,45.28026299406133,0.5643473613818031,458.55062982036475,0.00018664256890416544,-0.002172782681009152,0,(0.7355797885099075+0j),0j,(25.481279999999998+0j),(1.4159736967164536+0j),(5.686447971142382+0j),20.281919435569037,0,25.481279999999998
20,121.11620097405182,121.91941767164292,0,2.000000000000001,27.69502920015741,0.46509675982281456,191.88681841460388,0.00043709207307051143,-0.005193043103214466,0,(0.7516611827120653+0j),0j,(25.481279999999998+0j),(3.3837427489963745+0j),(5.64156655970009+0j),20.74701619539185,0,25.481279999999998
21,121.47899907108405,121.94960737780424,0,2.0500000000000007,8.813552686735164,0.36405202590881314,54.52288924529685,0.0014599265362365225,-0.018282723941397492,0,(0.7694829600955232+0j),0j,(25.481279999999998+0j),(11.908679811835324+0j),(5.079031366657995+0j),21.111068221300663,0,25.481279999999998
22,121.75311353294398,121.9708008003363,0,2.100000000000001,3.734075324548876,0.27493253601453926,17.341709500506127,0.003989234819115547,-0.057526288474093946,0,(1.5079953952854572+0j),(-10.053307951643848+0j),(9.155087443399662+0j),(21.276013973222213+0j),(-6.666670192146574+0j),21.386000757315202,0,19.20839539504351
23,121.95389912711155,121.98355467739228,0,2.150000000000001,1.7352937908056147,0.2011902487825465,5.864079680398566,0.00788918975874639,-0.17034715695992553,0,(1.9225427640759611+1.8719941824997333j),(-11.527562875571007-11.224473673458531j),(1.7763568394002505e-15-11.224473673458531j),(22.660794718466573+0j),(-5.995998159818069+0j),21.587191006097747,0,11.52756287557101
24,122.09671062106672,121.98842574712528,0,2.200000000000001,0.8587247060809007,0.1428945419743169,2.0749410370835255,-0.0001662875256713388,-0.48194137693684425,0,(1.9225427640759603+1.8846818096056885j),(-11.527562875571002-11.300548662238297j),(7.105427357601002e-15-11.300548662238297j),(64.04264192346483+0j),(-5.995998159818069+0j),21.730085548072065,0,11.52756287557101
25,122.1969027822894,121.9859707476884,0,2.250000000000001,0.4866668488216594,0.10022223402372585,0.8577304918140708,-0.09660272494686986,-1.1618582778967013,0,(1.9225427640759616-1.8935298338089757j),(-11.52756287557101+11.353601399079233j),11.353601399079233j,(154.92594365999085+0j),(-5.995998159818069+0j),21.83030778209579,0,11.52756287557101
26,122.2698303782596,121.97674641723478,0,2.300000000000001,0.3997878588164163,0.07350865613184761,0.5596924166801319,-0.3401246002637628,-1.7540229651603592,0,(1.9225427640759603+1.8999932817200371j),(-11.527562875571002-11.392356220860037j),(7.105427357601002e-15-11.392356220860037j),(237.4245244172881+0j),(-5.995998159818069+0j),21.903816438227636,0,11.52756287557101
27,122.33084817645722,121.96130949391753,0,2.3500000000000014,0.7467242362234049,0.06294021209361181,0.955562833262793,-0.2899421232917358,-1.0055364092585128,0,(1.922542764075961-1.905510048193595j),(-11.527562875571006+11.425434742483635j),(3.552713678800501e-15+11.425434742483635j),(139.06433070079217+0j),(-5.995998159818069+0j),21.966756650321248,0,11.52756287557101
28,122.39531094436222,121.94021671588976,0,2.400000000000001,3.6017629647998533,0.06782590751993149,6.768351839165324,0.04524264094543304,0.14064892044798247,0,(1.9539806329313834+1.9109965142047325j),(-11.527562875571006-11.273976876343818j),(3.552713678800501e-15-11.273976876343818j),(19.633244400992954+0j),(-5.899527703238915+0j),22.03458255784118,0,11.52756287557101
29,122.47857344945456,121.9140248213046,0,2.450000000000001,1.0175868724122203,0.08728493625025865,2.1398612563896693,0.1311094102327348,0.448551358708394,0,(1.9225427640759618-1.919037953326208j),(-11.527562875571011+11.506548036764977j),(-1.7763568394002505e-15+11.506548036764977j),(62.09968307685675+0j),(-5.995998159818069+0j),22.12186749409144,0,11.52756287557101
30,122.59599045921416,121.88329054831514,0,2.5000000000000013,0.9887980888394058,0.12137277172857754,2.865309380519442,0.08120446882970424,0.3394238439711979,0,(1.9225427640759614-1.9295572702119044j),(-11.52756287557101+11.569621841454156j),11.569621841454156j,(46.37708819637227+0j),(-5.995998159818069+0j),22.243240265820017,0,11.52756287557101
31,122.76291674112096,121.84857063507454,0,2.5500000000000016,1.2023769669427196,0.17049884447310099,4.832339697912305,0.03855973902079066,0.20331486723557218,0,(1.9225427640759616-1.9442381897666556j),(-11.52756287557101+11.65764860808888j),11.65764860808888j,(27.49904066298414+0j),(-5.995998159818069+0j),22.41373911029312,0,11.52756287557101
32,122.99470706265494,121.8104218197359,0,2.6000000000000014,1.5547753176248935,0.23490867431529006,8.48269396904517,0.017532211594251813,0.11657608914750431,0,(1.8662272279243741+0j),(1.2169965774967353+0j),(12.744559453067744+0j),(15.665389596178104+0j),(0.65211596920611+0j),22.648647784608407,0,12.815097036062012
33,123.30671619129603,121.76940084045232,0,2.650000000000001,2.027896243041238,0.314694164383069,14.610843290944775,0.008190288197336335,0.06795049840809453,0,(1.2365466936023537+0j),(5.870734265512196+0j),(17.398297141083205+0j),(9.094937451871766+0j),(11.391367378408122+0j),22.963341948991477,0,17.398297141083205
34,123.71429889452418,121.72606443537695,0,2.700000000000001,2.618625951622501,0.40988010927052476,24.259322743858693,0.004011866143967495,0.04102557391364249,0,(1.221785225433731+0j),(11.924012121699588+0j),(23.451574997270598+0j),(5.47767583016649+0j),(12.445431846092163+0j),23.373222058262,0,23.451574997270598
35,124.23280993981936,121.6809693426629,0,2.7500000000000018,3.32754537067114,0.5204683193816833,38.70733568146851,0.002065332083748071,0.025752208948042674,0,(1.2375843781969624+0j),(13.953717124428989+0j),(25.481279999999998+0j),(3.43306258389318+0j),(12.571511846763801+0j),23.893690377643686,0,25.481279999999998
36,124.87760409466144,121.6346723004633,0,2.8000000000000016,4.1561694557857,0.6464541114688169,59.47065175904108,0.0011130655587419445,0.016778136674738132,0,(1.2605271526832063+0j),(13.953717124428989+0j),(25.481279999999998+0j),(2.2344585424867325+0j),(12.598851620577543+0j),24.540144489112503,0,25.481279999999998
37,125.66403612653046,121.58773004693124,0,2.8500000000000014,5.106137066415754,0.7878317814840377,88.30315817268469,0.0006243320453529101,0.011307400308704097,0,(1.2891146750715061+0j),(13.953717124428989+0j),(25.481279999999998+0j),(1.50486923231415+0j),(12.59781074925422+0j),25.32797627059654,0,25.481279999999998
38,126.60746080290632,121.54069932021984,0,2.9000000000000017,6.178963621606892,0.9445962149246043,127.19839666781857,0.00036227200905456256,0.007853383057250808,0,(1.3228944628348343+0j),(13.953717124428989+0j),(25.481279999999998+0j),(1.0447042520297982+0j),(12.59715425316074+0j),26.272572485521145,0,25.481279999999998
39,127.723232891269,121.49413685848224,0,2.950000000000002,7.37597740783072,1.1167432184760755,178.39080703219432,0.0002161957777067956,0.005601499427183598,0,(1.3621754922370908+0j),(13.953717124428989+0j),(25.481279999999998+0j),(0.7449078125772545+0j),(12.596726547446979+0j),27.38931570399722,0,25.481279999999998
40,129.02670715909838,121.44859939987154,0,3.0000000000000018,8.69831849868651,1.3042694610509131,254.62878216325535,0.00012706527701528058,0.003925229694684977,0,(1.4072075273610123+0j),(13.953717124428989+0j),(25.481279999999998+0j),(0.5218762180822272+0j),(12.596408358586935+0j),28.693585165048134,0,25.481279999999998
41,130.527315667646,121.40445049224414,0,3.0500000000000016,13.371652067419909,1.5012578132919847,421.91489260182266,6.54861167778481e-05,0.002369241399491256,0,(1.4579824158056423+0j),(13.953717124428989+0j),(25.481279999999998+0j),(0.31495618708972994+0j),(12.596113155349336+0j),30.19484297834012,0,25.481279999999998
42,132.21079965324984,121.36128092226944,0,3.100000000000002,20.471679099013336,1.684037393158582,716.9004698258824,3.411967216514886e-05,0.0013944764182927034,0,(1.5136725682136296+0j),(13.953717124428989+0j),(25.481279999999998+0j),(0.1853600484911349+0j),(12.595928266532571+0j),31.878880371498703,0,25.481279999999998
43,134.05697764601936,121.3184882863202,0,3.150000000000002,32.57549530009977,1.8466738723115137,1239.8506072600621,1.8089513582523226e-05,0.0008063459003152248,0,(1.5733063084161363+0j),(13.953717124428989+0j),(25.481279999999998+0j),(0.10717799795566017+0j),(12.595816727817207+0j),33.725554243810215,0,25.481279999999998
44,136.04566817606394,121.27547018076902,0,3.200000000000002,58.57438494633957,1.989155745962141,2381.439024130684,8.905863900985278e-06,0.0004198197218450663,0,(1.6359809757227386+0j),(13.953717124428989+0j),(25.481279999999998+0j),(0.055800171452532125+0j),(12.5957434294485+0j),35.71470998977236,0,25.481279999999998
45,138.15668977349316,121.23162420198864,0,3.2500000000000018,162.4225314415364,2.111476889446769,6925.549844826179,2.9763906004490547e-06,0.00014436218770037294,0,(1.700866766085679+0j),(13.953717124428989+0j),(25.481279999999998+0j),(0.019187603703338618+0j),(12.595691195991524+0j),37.82618687921913,0,25.481279999999998
46,140.36986096841645,121.1863479463518,0,3.300000000000002,317.7210211045657,2.2136342691065027,14549.700494080986,-1.4109853438294075e-06,-6.871545223738832e-05,0,(1.7672055888765297+0j),(13.953717124428989+0j),(25.481279999999998+0j),(0.00913315747663+0j),(12.595676851778137+0j),40.03982114832563,0,25.481279999999998
47,142.66500029094328,121.1390390102311,0,3.3500000000000023,86.46191238416465,2.2956268523533647,4029.302116450243,-5.185287980218143e-06,-0.0002481277617409255,0,(1.834309218416187+0j),(13.953717124428989+0j),(25.481279999999998+0j),(0.032979583563049496+0j),(12.595710872371273+0j),42.335448000678994,0,25.481279999999998
48,145.02192627118313,121.08909498999932,0,3.400000000000002,50.95118599715115,2.3574550857835006,2422.5033922307894,-8.946129230211625e-06,-0.00041269916781858063,0,(1.9015568168405137+0j),(13.953717124428989+0j),(25.481279999999998+0j),(0.054854290927483326+0j),(12.595742080004506+0j),44.69290308646249,0,25.481279999999998
49,147.4204574392455,121.03591348202907,0,3.450000000000002,36.02113782155287,2.3991206799485076,1734.0434545552657,-1.3182298628520534e-05,-0.0005765361321491926,0,(1.968383115725688+0j),(13.953717124428989+0j),(25.481279999999998+0j),(0.076632858018154+0j),(12.595773150478855+0j),47.092023766411,0,25.481279999999998
50,149.8404123252399,120.97889208269314,0,3.500000000000002,27.4944764666977,2.420626590416291,1329.238926363025,-1.8406571271986757e-05,-0.0007520849900662638,0,(2.0342740132841577+0j),(13.953717124428989+0j),(25.481279999999998+0j),(0.09997051938121707+0j),(12.59580644524089+0j),49.512650356827294,0,25.481279999999998
51,152.26160945927575,120.91742838836412,0,3.5500000000000025,21.79733851712751,2.4219771567015216,1049.6310481712358,-2.527633558187059e-05,-0.0009523803601349537,0,(2.0987598040674005+0j),(13.953717124428989+0j),(25.481279999999998+0j),(0.12660134823733252+0j),(12.59584443821267+0j),51.93462751352882,0,25.481279999999998
52,154.66386737146257,120.8509199954148,0,3.6000000000000023,17.612860576055553,2.4031784043214333,837.6895542407625,-3.474916198094769e-05,-0.0011932537990032304,0,(2.1614086883683967+0j),(13.953717124428989+0j),(25.481279999999998+0j),(0.15863240167854623+0j),(12.595890135435091+0j),54.33780591785025,0,25.481279999999998
53,157.0270045919098,120.7787645002178,0,3.650000000000002,14.34584011236321,2.364238553562248,668.019369313859,-4.833432538037921e-05,-0.0014961820628797752,0,(2.2218206852790408+0j),(13.953717124428989+0j),(25.481279999999998+0j),(0.19892343239498053+0j),(12.595947616785043+0j),56.70204447141249,0,25.481279999999998
54,159.33083965072694,120.70035949914588,0,3.7000000000000015,11.690340135550764,2.3051688273157223,527.998940392934,-6.854990830669938e-05,-0.0018927022309559007,0,(2.279621988989689+0j),(13.953717124428989+0j),(25.481279999999998+0j),(0.2516760843333339+0j),(12.596022876553612+0j),59.00721329872822,0,25.481279999999998
55,161.55519107802348,120.61510258857166,0,3.750000000000002,9.474726378853948,2.225984728814826,410.8289698722728,-9.981713629515149e-05,-0.002432055431418185,0,(2.334459746821861+0j),(13.953717124428989+0j),(25.481279999999998+0j),(0.3234550520903065+0j),(12.596125280286936+0j),61.23319802754304,0,25.481279999999998
56,163.67987740390885,120.52239136486789,0,3.8000000000000025,7.596544317520821,2.126708102774073,312.5967777480029,-0.00015032772791321154,-0.00319547525303809,0,(2.3859971842966523+0j),(13.953717124428989+0j),(25.481279999999998+0j),(0.42509941019726943+0j),(12.596270291591319+0j),63.359906130317114,0,25.481279999999998
57,165.68471715849262,120.42162342440724,0,3.8500000000000014,5.991837817419138,2.00737057350759,230.88043395502737,-0.00023622714417177514,-0.004324799451766571,0,(2.4339089311456172+0j),(13.953717124428989+0j),(25.481279999999998+0j),(0.57555637597306+0j),(12.596484941585341+0j),65.3672767038247,0,25.481279999999998
58,167.54952887188415,120.3121963635624,0,3.9000000000000026,4.619389642923557,1.868019541666361,164.0209390786075,-0.00039179698981951804,-0.006084180523254714,0,(2.477876249089911+0j),(13.953717124428989+0j),(25.481279999999998+0j),(0.8101691564304334+0j),(12.59681965278774+0j),67.23529624549106,0,25.481279999999998
59,169.25413107419303,120.19350777870606,0,3.950000000000003,3.452059494666151,1.7087292495569548,110.71312482717799,-0.0006969034890502959,-0.009005427371108038,0,(2.517581430461994+0j),(13.953717124428989+0j),(25.481279999999998+0j),(1.2002615413274134+0j),(12.59737617955043+0j),68.94402549504801,0,25.481279999999998
60,170.7783422955287,120.06495526621092,0,4.000000000000003,2.4717571704412986,1.529622697175472,72.38760561526858,-0.0013063756732230936,-0.013752611958776055,0,(2.5527065565465303+0j),(13.953717124428989+0j),(25.481279999999998+0j),(1.8357383798064713+0j),(12.598282784963345+0j),70.47364819222348,0,25.481279999999998
61,172.10785346377352,119.92626585421256,0,4.0500000000000025,2.053963341014486,1.3367253642720318,50.762076927711355,-0.0023017110013088195,-0.01956481796303168,0,(2.5830858699404207+0j),(13.953717124428989+0j),(25.481279999999998+0j),(2.617794895182871+0j),(12.59939850882158+0j),71.8103735564955,0,25.481279999999998
62,173.25184509790188,119.77848429789805,0,4.100000000000003,1.689793484397165,1.1534973980648606,35.75132780045702,-0.004030582863325348,-0.027679064880780615,0,(2.6124842920665676+0j),(13.953717124428989+0j),(25.481279999999998+0j),(3.7169166580868715+0j),(12.556140170650695+0j),72.96387095456036,0,25.481279999999998
63,174.22537011466085,119.62298478421717,0,4.150000000000003,1.376995361382179,0.9858656384165859,24.65139203272729,-0.007198101299475017,-0.039921925671397046,0,(2.6428639735597432+0j),(12.153039476401817+0j),(23.680602351972826+0j),(5.390555862882902+0j),(12.45114874122236+0j),73.94973659297695,0,23.680602351972826
64,175.0434814307977,119.46114150011996,0,4.200000000000003,1.1132900755085802,0.8339660509868112,16.643447163480168,-0.01313317228273583,-0.058630807705036384,0,(2.6807740450019955+0j),(7.228252748509204+0j),(18.755815624080213+0j),(7.98420570840786+0j),(12.21195551632895+0j),74.78370264396376,0,18.755815624080213
65,175.7212319630596,119.2943286325562,0,4.250000000000003,0.8964819464364562,0.6979773039047535,11.02669451836046,-0.024450411696076285,-0.08733082930644971,0,(3.330325584873016+0j),(3.3046845222348153+0j),(14.832247397805824+0j),(12.051182303906009+0j),(6.688470523450282+0j),75.48167994786851,0,14.832247397805824
66,176.27367462819382,119.12392036847588,0,4.3000000000000025,0.7246933097210483,0.578127905162392,7.2128334093748165,-0.046142445312549435,-0.1307379649949763,0,(2.8868191267257206-5.455384068647369j),(-11.527562875570998+21.784282319429103j),(1.0658141036401503e-14+21.784282319429103j),(18.423370998355132+0j),(-3.9931711581271654-0j),76.0598078530309,0,11.718720485693126
67,176.71586234294747,118.95129089482889,0,4.350000000000003,0.596882815913697,0.4746903309007882,4.720239103473349,-0.08686998049739522,-0.19322418589336546,0,(1.9225427640759607-4.6725106272709125j),(-11.527562875571004+28.016365122846764j),(5.329070518200751e-15+28.016365122846764j),(28.152113258936573+0j),(-5.995998159818069+0j),76.53449818393169,0,11.52756287557101
68,177.06284802406782,118.77781439856513,0,4.400000000000003,0.5140508561558389,0.38793447598595754,3.1683285257283544,-0.15815896804129545,-0.273137595511922,0,(1.9225427640759611-4.68633688063916j),(-11.527562875571007+28.099267312599952j),(1.7763568394002505e-15+28.099267312599952j),(41.94158048041897+0j),(-5.995998159818069+0j),76.92243265991765,0,11.52756287557101
69,177.329684588302,118.60486506663447,0,4.450000000000003,0.4822556724674164,0.3179830552522605,2.2736980019763555,-0.2644337175020736,-0.3514392319358492,0,(1.9225427640759605-4.69763966829963j),(-11.527562875571004+28.16703880661295j),(5.329070518200751e-15+28.16703880661295j),(58.44430779054045+0j),(-5.995998159818069+0j),77.2404157151699,0,11.52756287557101
70,177.53142495239726,118.43381708598685,0,4.500000000000004,0.5210971284156721,0.26449307399045213,1.8540684305200115,-0.3772561712901071,-0.3854620212955961,0,(1.9225427640759616-4.70702046455121j),(-11.52756287557101+28.22328604367505j),28.22328604367505j,(71.67195323690007+0j),(-5.995998159818069+0j),77.50490878916035,0,11.52756287557101
71,177.6831220331008,118.26604464357214,0,4.550000000000003,0.6941881638093444,0.22618487289774997,1.871140617842505,-0.4173545795357343,-0.33381759963926777,0,(1.9225427640759611+4.715027776304935j),(-11.527562875571007-28.271297870215474j),(1.7763568394002505e-15-28.271297870215474j),(71.0180221534948+0j),(-5.995998159818069+0j),77.7310936620581,0,11.52756287557101
72,177.79982874715984,118.1029219263403,0,4.600000000000003,1.3060712170123443,0.2005728744959228,2.793540903330141,-0.29841999883511744,-0.19770443038256144,0,(1.9225427640759611+4.722117022922626j),(-11.527562875571007-28.313804979889646j),(1.7763568394002505e-15-28.313804979889646j),(47.56855562481042+0j),(-5.995998159818069+0j),77.93166653655402,0,11.52756287557101
73,177.89659801132154,117.9458231212412,0,4.650000000000003,43.89382021289709,0.18451104316534064,113.44616267058846,-0.007508929992590263,-0.004616909781630441,0,(2.7235173429155304+0j),(13.953717124428989+0j),(25.481279999999998+0j),(1.17134597347376+0j),(12.597334927047198+0j),78.11617757971936,0,25.481279999999998
74,177.9884827423331,117.79612241522472,0,4.700000000000003,1.1977046909686249,0.17565051999610523,2.293259707864035,0.3626303817631377,0.24217344084448966,0,(1.9225427640759611+4.73482028790195j),(-11.527562875571007-28.389973733329356j),(1.7763568394002505e-15-28.389973733329356j),(57.94577273326496+0j),(-5.995998159818069+0j),78.29182809971547,0,11.52756287557101
75,178.09053585694176,117.65519399524078,0,4.750000000000004,0.5349433835057802,0.17399901655036792,1.229870140828414,0.6231711936473107,0.5222829439616532,0,(1.9225427640759603+4.740945215984505j),(-11.527562875571002-28.42669879084137j),(7.105427357601002e-15-28.42669879084137j),(108.04775353008789+0j),(-5.995998159818069+0j),78.46582711626584,0,11.52756287557101
76,178.21781027189468,117.52441204823933,0,4.800000000000003,0.3611210509382527,0.18249025826903512,1.0773552290778072,0.6079784589502985,0.7013668778300123,0,(1.9225427640759611+4.747360553632063j),(-11.527562875571007-28.46516514357074j),(1.7763568394002505e-15-28.46516514357074j),(123.34344537779744+0j),(-5.995998159818069+0j),78.64831737453488,0,11.52756287557101
77,178.3853589039391,117.40515076117018,0,4.850000000000003,0.3310794920302037,0.20565942403242762,1.3073734981583058,0.393171627200339,0.6561069984948158,0,(1.9225427640759611+4.754580015223385j),(-11.527562875571007-28.508453021987183j),(1.7763568394002505e-15-28.508453021987183j),(101.64249622425218+0j),(-5.995998159818069+0j),78.85397679856732,0,11.52756287557101
78,178.6082346698222,117.2987843209833,0,4.900000000000004,0.3789774410659205,0.24695632532089837,1.9676725675537499,0.18967904555927784,0.47149122697606777,0,(1.9225427640759607-4.763234703155316j),(-11.527562875571004+28.560346514900843j),(5.329070518200751e-15+28.560346514900843j),(67.53395256988712+0j),(-5.995998159818069+0j),79.10093312388821,0,11.52756287557101
79,178.90149048629118,117.20668691462858,0,4.950000000000004,0.4908340562312755,0.30737746526080667,3.302315283530477,0.07718734525281908,0.2928152342531327,0,(1.9225427640759611+4.773984957618435j),(-11.527562875571007-28.62480502087928j),(1.7763568394002505e-15-28.62480502087928j),(40.239860352818+0j),(-5.995998159818069+0j),79.40831058914902,0,11.52756287557101
80,179.28017927009327,117.13023272905596,0,5.000000000000004,0.6693484683307946,0.3863294416286159,5.872114544219201,0.028192087148470883,0.16794663430291112,0,(1.9225427640759603+4.787462250913027j),(-11.527562875571002-28.70561484667298j),(7.105427357601002e-15-28.70561484667298j),(22.629787762069665+0j),(-5.995998159818069+0j),79.79464003077764,0,11.52756287557101
81,179.75550737065575,117.0702603672948,0,5.050000000000003,1.0880950655567396,0.47909653240192235,11.209898881119615,0.009272892099084048,0.08872361157797581,0,(3.4146551334455597+0j),(3.4425432325947263+0j),(14.970106108165735+0j),(11.854228772219825+0j),(7.017417164255982+0j),80.27373656317957,0,14.970106108165735
82,180.32329486812648,117.0254660966927,0,5.100000000000003,1.6562270875960214,0.5695517263276888,20.01692430393323,0.0032201573913048067,0.04985383510764177,0,(2.803071663698731+0j),(9.373180387014559+0j),(20.900743262585568+0j),(6.638617593419772+0j),(12.35316322148564+0j),80.84328828950726,0,20.900743262585568
83,180.97551527533335,116.99401060067676,0,5.150000000000004,2.422816773802813,0.6529784895436469,33.20404204844499,0.0011549377484135176,0.03009466198071859,0,(2.801276600281515+0j),(13.953717124428989+0j),(25.481279999999998+0j),(4.002064135937516+0j),(12.540698452273245+0j),81.4962667790509,0,25.481279999999998
84,181.7041421051044,116.97405456267404,0,5.200000000000004,3.479739657496668,0.7289000620901264,52.75037462748692,0.0003880782135544867,0.018953238695112937,0,(2.811921788621593+0j),(13.953717124428989+0j),(25.481279999999998+0j),(2.519123452461701+0j),(12.599257738838073+0j),82.22516684114103,0,25.481279999999998
85,182.5011488702675,116.96375866611164,0,5.250000000000004,5.013455392238864,0.7970732646386899,82.46949245896637,9.803437610600678e-05,0.012125299759813288,0,(2.8289681825069644+0j),(13.953717124428989+0j),(25.481279999999998+0j),(1.6113195545172205+0j),(12.59796261700529+0j),83.02224010577972,0,25.481279999999998
86,183.35850908365063,116.96128359441664,0,5.300000000000004,7.457270957716112,0.8573637859580027,131.0608489671383,-2.930118461669697e-06,0.007630043099397204,0,(2.847174429363376+0j),(13.953717124428989+0j),(25.481279999999998+0j),(1.013916107651355+0j),(12.597110329139191+0j),83.87960389173772,0,25.481279999999998
87,184.26819625808184,116.96479003101616,0,5.350000000000004,12.07953974819955,0.909693932277373,223.85180044955172,-2.6296020529702325e-05,0.004467163868779653,0,(2.8663718170207355+0j),(13.953717124428989+0j),(25.481279999999998+0j),(0.5936280413352784+0j),(12.59651072359445+0j),84.7892978240151,0,25.481279999999998
88,185.22218390638884,116.97243865933729,0,5.400000000000004,24.791750877452337,0.9540183093827389,478.50602980687097,-1.88380321813178e-05,0.002089752917995218,0,(2.886386425997496+0j),(13.953717124428989+0j),(25.481279999999998+0j),(0.277707484488495+0j),(12.596060014348188+0j),85.74331613339783,0,25.481279999999998
