timestamp(ms),GPS.Lat,GPS.Lng,x,y,Accel X,Accel Y,Accel Z,Accel Magnitude
108930.761,301398784,-976294996,-3,-355,0.036904786,-0.13824597,-9.946722984,9.94775211
109030.761,301398784,-976294996,-3,-355,0.092014022,-0.235358045,-9.895956039,9.899182084
109130.761,301398786,-976294996,-1,-355,0.030923199,-0.2738657,-9.920278549,9.924106265
109230.761,301398786,-976294996,-1,-355,0.096432321,-0.122890428,-9.945616722,9.94684338
109330.761,301398790,-976294999,3,-358,0.070355803,-0.26453203,-10.01241302,10.01615404
109430.761,301398790,-976294999,3,-358,0.082158923,-0.180061206,-9.983024597,9.984986341
109530.761,301398790,-976294995,3,-354,0.045846775,-0.175556317,-9.947967529,9.949622099
109630.761,301398790,-976294995,3,-354,0.119627684,-0.260531843,-9.902101517,9.906250657
109730.761,301398789,-976294995,2,-354,0.06096803,-0.132327735,-9.958680153,9.959745886
109830.761,301398789,-976294995,2,-354,0.134201646,-0.209024474,-10.01803684,10.02111588
109930.761,301398790,-976294995,3,-354,0.058493365,-0.23806043,-9.988194466,9.991202276
110030.761,301398790,-976294995,3,-354,0.024175482,-0.132671803,-9.94504261,9.945956906
110130.761,301398791,-976294994,4,-353,0.050342303,-0.258634031,-9.958072662,9.961557963
110230.761,301398791,-976294994,4,-353,0.049452946,-0.185091138,-9.929800987,9.931649006
110330.761,301398790,-976294993,3,-352,0.128320351,-0.247275963,-9.934811592,9.938716863
110430.761,301398790,-976294993,3,-352,0.051611222,-0.17179212,-9.95561409,9.957229944
110530.761,301398791,-976294995,4,-354,0.107655719,-0.201701388,-9.952280998,9.954906844
110630.761,301398791,-976294995,4,-354,0.106716476,-0.211376682,-9.867116928,9.869957699
110730.761,301398791,-976294998,4,-357,-0.034852292,-0.230361715,-9.875713348,9.878461183
110830.761,301398791,-976294998,4,-357,0.026188942,-0.240716577,-9.704630852,9.707651122
110930.761,301398790,-976294994,3,-353,0.148687467,-0.242479041,-10.00068378,10.00472789
111030.761,301398790,-976294994,3,-353,0.149794161,-0.1024037,-10.05960178,10.06123814
111130.761,301398790,-976294990,3,-349,0.070185997,-0.341695726,-10.09802437,10.10404761
111230.761,301398790,-976294990,3,-349,0.129582793,-0.107052214,-10.01095295,10.0123639
111330.761,301398790,-976294989,3,-348,0.015150398,-0.182208881,-9.945390701,9.947071218
111430.761,301398790,-976294989,3,-348,0.064389899,-0.197828487,-9.965975761,9.968147022
111530.761,301398792,-976295001,5,-360,0.144736513,-0.317063421,-9.928877831,9.934993349
111630.761,301398792,-976295001,5,-360,0.130938783,-0.087286606,-10.02270317,10.02393849
111730.761,301398794,-976295006,7,-365,0.084542885,-0.242290914,-9.994717598,9.998011415
111830.761,301398794,-976295006,7,-365,0.129382744,-0.149642378,-9.861717224,9.863701098
111930.761,301398797,-976295014,10,-373,-0.013378962,-0.175068095,-9.8332901,9.834857499
112030.761,301398797,-976295014,10,-373,0.090379573,-0.202013105,-9.856915474,9.859399597
112130.761,301398799,-976295011,12,-370,0.229717746,-0.059219331,-9.835028648,9.83788929
112230.761,301398799,-976295011,12,-370,0.186308622,0.039220717,-10.06506824,10.06686883
112330.761,301398800,-976295014,13,-373,0.133735657,-0.103907421,-9.548821449,9.550323191
112430.761,301398800,-976295014,13,-373,0.02876381,-0.120461307,-9.794474602,9.795257577
112530.761,301398800,-976295009,13,-368,0.078261085,-0.294711441,-9.891665459,9.89636424
112630.761,301398800,-976295009,13,-368,0.072523132,-0.123458087,-9.880522728,9.881560144
112730.761,301398801,-976295010,14,-369,0.156682044,-0.244312435,-9.982721329,9.986939619
112830.761,301398801,-976295010,14,-369,0.106636859,-0.05949115,-9.974199295,9.974946726
112930.761,301398802,-976295008,15,-367,0.065293275,-0.169862509,-9.841031075,9.842713503
113030.761,301398802,-976295008,15,-367,0.204312503,-0.045676626,-9.887784958,9.890001078
113130.761,301398801,-976295006,14,-365,-0.154392511,-0.384208649,-9.608304977,9.617222981
113230.761,301398801,-976295006,14,-365,0.102950238,-0.414893031,-9.909250259,9.918466398
113330.761,301398799,-976295003,12,-362,0.059486978,-0.110404603,-9.95648098,9.95727078
113430.761,301398799,-976295003,12,-362,0.15023376,0.003495262,-10.00944614,10.01057413
113530.761,301398799,-976295002,12,-361,0.074318677,-0.230972052,-9.95383358,9.956790361
113630.761,301398799,-976295002,12,-361,0.109531224,-0.17765677,-9.93487072,9.937062707
113730.761,301398799,-976295001,12,-360,0.081561856,-0.165274024,-9.858000755,9.859723461
113830.761,301398799,-976295001,12,-360,0.096028686,-0.197584525,-9.914549828,9.916983384
113930.761,301398797,-976294996,10,-355,0.023997501,-0.331023365,-10.13698387,10.14241561
114030.761,301398797,-976294996,10,-355,0.065261371,-0.110977739,-9.672816277,9.673673027
114130.761,301398798,-976294999,11,-358,0.115705505,-0.054805506,-9.706136703,9.70698105
114230.761,301398798,-976294999,11,-358,0.064261012,-0.202011362,-9.936120987,9.938382078
114330.761,301398799,-976295002,12,-361,0.054421555,-0.221172363,-9.940638542,9.943247636
114430.761,301398799,-976295002,12,-361,0.104882948,-0.108243957,-9.909397125,9.910543304
114530.761,301398799,-976295001,12,-360,0.071180083,-0.171379238,-9.914401054,9.916137641
114630.761,301398799,-976295001,12,-360,0.086177103,-0.239248693,-9.978909492,9.982149122
114730.761,301398799,-976295004,12,-363,0.097339958,-0.042621404,-9.878940582,9.879512067
114830.761,301398799,-976295004,12,-363,0.100790866,-0.262029767,-9.833208084,9.837215034
114930.761,301398799,-976295003,12,-362,0.034458619,-0.179197714,-9.910386086,9.912065959
115030.761,301398799,-976295003,12,-362,0.061365318,-0.205214918,-9.975873947,9.978173173
115130.761,301398796,-976295007,9,-366,0.09058661,-0.208456323,-9.982705116,9.985292255
115230.761,301398796,-976295007,9,-366,0.044458311,-0.16903697,-9.935538292,9.937075585
115330.761,301398797,-976295009,10,-368,0.073391043,-0.2078017,-9.937952042,9.940395293
115430.761,301398797,-976295009,10,-368,0.074046925,-0.176938951,-9.940364838,9.942215218
115530.761,301398806,-976295019,19,-378,0.056653742,-0.191339508,-9.928933144,9.930938215
115630.761,301398806,-976295019,19,-378,0.082052141,-0.200241879,-9.932959557,9.935316548
115730.761,301398808,-976295024,21,-383,0.100932151,-0.188123837,-9.935427666,9.937721106
115830.761,301398808,-976295024,21,-383,0.086776756,-0.189511657,-9.947026253,9.949209825
115930.761,301398806,-976295026,19,-385,0.084918067,-0.250108242,-9.8679533,9.871487606
116030.761,301398806,-976295026,19,-385,0.082873642,-0.221881062,-9.91215992,9.914989335
116130.761,301398806,-976295023,19,-382,-0.004962267,-0.113668293,-9.960401535,9.961051342
116230.761,301398806,-976295023,19,-382,0.063615337,-0.15158391,-9.921668053,9.923029857
116330.761,301398807,-976295021,20,-380,0.0849059,-0.317525446,-9.982444763,9.987854368
116430.761,301398807,-976295021,20,-380,0.071325913,-0.179401964,-10.03223515,10.03409261
116530.761,301398806,-976295018,19,-377,0.058343742,-0.21006982,-10.0175457,10.01991792
116630.761,301398806,-976295018,19,-377,0.102085404,-0.290242791,-10.07706165,10.08175748
116730.761,301398804,-976295017,17,-376,0.073922962,-0.174072996,-9.924966812,9.926768469
116830.761,301398804,-976295017,17,-376,0.031277195,-0.164592251,-11.13469315,11.1359535
116930.761,301398802,-976295016,15,-375,0.036499187,0.033638872,-8.435569763,8.435715796
117030.761,301398802,-976295016,15,-375,-0.044642087,-0.040855985,-9.414574623,9.414769114
117130.761,301398803,-976295015,16,-374,0.238277033,-0.185957894,-8.052699089,8.058369494
117230.761,301398803,-976295015,16,-374,0.103629962,-0.174800843,-9.918222427,9.920303958
117330.761,301398803,-976295012,16,-371,-0.054034501,-0.266030163,-11.00592899,11.00927631
117430.761,301398803,-976295012,16,-371,0.068979755,-0.399047464,-10.01728249,10.02546485
117530.761,301398800,-976295008,13,-367,0.005724852,-0.028488485,-9.921222687,9.92126524
117630.761,301398800,-976295008,13,-367,0.078210987,-0.247038499,-9.985640526,9.989002037
117730.761,301398798,-976295005,11,-364,0.095549434,-0.195505217,-9.904214859,9.906605067
117830.761,301398798,-976295005,11,-364,0.072662599,-0.248825446,-9.888605118,9.892002079
117930.761,301398796,-976295006,9,-365,0.121358067,-0.135025665,-9.997982025,9.999630207
118030.761,301398796,-976295006,9,-365,0.145421118,-0.380986542,-9.88757515,9.895981022
118130.761,301398795,-976295009,8,-368,0.118230343,-0.202341944,-9.967926025,9.970680515
118230.761,301398795,-976295009,8,-368,0.106009595,-0.237539023,-9.939391136,9.942794325
118330.761,301398796,-976295010,9,-369,0.073289111,-0.245030031,-9.920133591,9.923429925
118430.761,301398796,-976295010,9,-369,0.052795958,-0.254014701,-9.823960304,9.82738556
118530.761,301398797,-976295012,10,-371,0.067193173,-0.3072896,-10.10747433,10.11236763
118630.761,301398797,-976295012,10,-371,0.117493302,-0.179071486,-10.02338219,10.02567014
118730.761,301398791,-976295014,4,-373,0.024012493,-0.205043957,-9.956727028,9.958867041
118830.761,301398791,-976295014,4,-373,0.038433075,-0.332246512,-9.857804298,9.86347659
118930.761,301398788,-976295016,1,-375,0.094090469,-0.267040014,-9.847476006,9.851545415
119030.761,301398788,-976295016,1,-375,0.089086458,-0.101278409,-9.650496483,9.651439068
119130.761,301398790,-976295014,3,-373,0.091836117,-0.318623304,-9.778133392,9.783754255
119230.761,301398790,-976295014,3,-373,0.088822298,-0.287158668,-9.981471062,9.985995897
119330.761,301398792,-976295010,5,-369,0.068274386,-0.255136937,-10.02813053,10.03160796
119430.761,301398792,-976295010,5,-369,0.053585544,-0.209660038,-9.975343704,9.977690653
119530.761,301398793,-976295012,6,-371,0.106012419,-0.181499556,-9.914242744,9.916470638
119630.761,301398793,-976295012,6,-371,0.107272014,-0.264899075,-9.884295464,9.888426347
119730.761,301398787,-976295006,0,-365,0.044912141,-0.129268691,-10.13627434,10.13719808
119830.761,301398787,-976295006,0,-365,0.116733536,-0.201907098,-9.805650711,9.808423883
119930.761,301398783,-976295012,-4,-371,0.062596157,-0.260096192,-9.866508484,9.870134648
120030.761,301398783,-976295012,-4,-371,0.059943751,-0.145588428,-10.60093498,10.60210412
120130.761,301398784,-976295011,-3,-370,0.022519672,-0.332189858,-9.843172073,9.848801638
120230.761,301398784,-976295011,-3,-370,0.064143822,-0.146283671,-9.899615288,9.900903807
120330.761,301398784,-976295007,-3,-366,0.098087527,-0.240948126,-9.985748291,9.989136404
120430.761,301398784,-976295007,-3,-366,0.140003949,-0.219597638,-9.847790718,9.851233743
120530.761,301398785,-976295008,-2,-367,0.164247811,-0.232730016,-9.873884201,9.877992196
120630.761,301398785,-976295008,-2,-367,0.035637654,-0.29599902,-9.97260952,9.977065004
120730.761,301398784,-976295005,-3,-364,0.042130932,-0.047083087,-9.77440834,9.774612536
120830.761,301398784,-976295005,-3,-364,-0.075639024,-0.384613574,-9.985284805,9.992975608
120930.761,301398780,-976295001,-7,-360,0.047537964,-0.101049051,-9.968320847,9.968946347
121030.761,301398780,-976295001,-7,-360,0.186630473,-0.29791075,-10.34766769,10.35363745
121130.761,301398779,-976295003,-8,-362,0.19417724,-0.188530907,-9.709378242,9.713149569
121230.761,301398779,-976295003,-8,-362,0.121601701,-0.153871998,-10.18907547,10.19096279
121330.761,301398781,-976295004,-6,-363,0.063447759,-0.253324121,-9.852012634,9.855473184
121430.761,301398781,-976295004,-6,-363,0.007808431,-0.198132157,-9.849960327,9.851955936
121530.761,301398783,-976295005,-4,-364,0.016562596,-0.124713697,-9.627630234,9.628452199
121630.761,301398783,-976295005,-4,-364,0.081475034,-0.26466614,-10.06348705,10.06729646
121730.761,301398783,-976295004,-4,-363,0.069277987,-0.138033777,-9.951312065,9.952510466
121830.761,301398783,-976295004,-4,-363,0.109952644,-0.270884752,-9.966471672,9.970758533
121930.761,301398781,-976295003,-6,-362,0.021489553,-0.269831151,-10.03904247,10.04269109
122030.761,301398781,-976295003,-6,-362,-0.023902986,-0.120540276,-10.00785255,10.008607
122130.761,301398779,-976294999,-8,-358,0.041417114,-0.273714721,-9.894026756,9.897898796
122230.761,301398779,-976294999,-8,-358,0.151062489,-0.246347576,-9.950694084,9.954889239
122330.761,301398778,-976294996,-9,-355,0.153598279,-0.135329574,-9.870283127,9.872405762
122430.761,301398778,-976294996,-9,-355,-0.00746186,-0.237892583,-9.530483246,9.533454749
122530.761,301398778,-976294997,-9,-356,0.070316151,-0.187784806,-9.786671638,9.78872562
122630.761,301398778,-976294997,-9,-356,0.049662776,-0.137020722,-9.882762909,9.883837503
122730.761,301398778,-976294996,-9,-355,0.145762727,-0.160327971,-9.88284111,9.885216247
122830.761,301398778,-976294996,-9,-355,0.229396418,-0.201564148,-10.02589607,10.03054549
122930.761,301398779,-976294994,-8,-353,-0.080580458,-0.235769987,-9.920146942,9.92327547
123030.761,301398779,-976294994,-8,-353,-0.079321519,-0.107573003,-9.795582771,9.796494561
123130.761,301398778,-976294992,-9,-351,0.025966303,-0.345533311,-9.970773697,9.976792853
123230.761,301398778,-976294992,-9,-351,0.130004391,-0.123708948,-9.944712639,9.946331711
123330.761,301398779,-976294991,-8,-350,0.151230529,-0.246892616,-9.932024002,9.936243124
123430.761,301398779,-976294991,-8,-350,0.142754391,-0.143941447,-10.00922394,10.01127673
123530.761,301398779,-976294989,-8,-348,0.05749996,-0.264974236,-10.00103951,10.00471433
123630.761,301398779,-976294989,-8,-348,0.100012504,-0.157749385,-9.860033989,9.861802961
123730.761,301398776,-976294986,-11,-345,0.166613653,-1.031243086,-9.967644691,10.02223344
123830.761,301398776,-976294986,-11,-345,0.203637719,0.322580844,-9.907232285,9.914574033
123930.761,301398776,-976294986,-11,-345,0.055651899,-0.225165397,-9.838147163,9.840880865
124030.761,301398776,-976294986,-11,-345,-0.038795944,-0.198700488,-9.814909935,9.81699771
124130.761,301398778,-976294987,-9,-346,0.003202196,-0.234375164,-9.962643623,9.965400641
124230.761,301398778,-976294987,-9,-346,0.001368508,-0.172170609,-9.849087715,9.850592541
124330.761,301398781,-976294984,-6,-343,0.011508994,-0.212068468,-10.05625916,10.05850156
124430.761,301398781,-976294984,-6,-343,0.127234772,-0.184397787,-10.19225407,10.19471599
124530.761,301398780,-976294981,-7,-340,0.234785259,-0.246883333,-9.973917007,9.979734263
124630.761,301398780,-976294981,-7,-340,0.169135302,-0.191857874,-9.765539169,9.768887934
124730.761,301398778,-976294976,-9,-335,0.097935431,-0.191719428,-9.871537209,9.873884471
124830.761,301398778,-976294976,-9,-335,0.171038464,-0.213769153,-10.03702641,10.04075946
124930.761,301398776,-976294972,-11,-331,0.100844793,-0.244412735,-9.232129097,9.235914406
125030.761,301398776,-976294972,-11,-331,0.300856799,-0.022762639,-10.27755356,10.28198133
125130.761,301398776,-976294976,-11,-335,0.078086577,-0.098968431,-9.376124382,9.376971829
125230.761,301398776,-976294976,-11,-335,0.133005843,-0.231835201,-9.9423666,9.945958562
125330.761,301398777,-976294975,-10,-334,0.095142454,-0.304222673,-9.855974197,9.861127263
125430.761,301398777,-976294975,-10,-334,0.124270432,-0.157757044,-10.01807022,10.0200829
125530.761,301398776,-976294970,-11,-329,0.0369616,-0.225436598,-10.21436882,10.21692313
125630.761,301398776,-976294970,-11,-329,0.223917454,-0.306765169,-10.41144562,10.41837049
125730.761,301398776,-976294965,-11,-324,0.215577558,-0.163395658,-10.07058907,10.07422136
125830.761,301398776,-976294965,-11,-324,0.092155114,-0.138922125,-9.778015137,9.779436177
125930.761,301398777,-976294965,-10,-324,0.097478479,-0.238167256,-9.499414444,9.502899582
126030.761,301398777,-976294965,-10,-324,0.075438254,-0.284726918,-9.900392532,9.904773225
126130.761,301398779,-976294966,-8,-325,0.121380217,-0.112345882,-9.89826107,9.89964277
126230.761,301398779,-976294966,-8,-325,0.177987546,-0.15814662,-9.869399071,9.872270658
126330.761,301398781,-976294964,-6,-323,0.102948934,-0.202713504,-9.998011589,10.00059633
126430.761,301398781,-976294964,-6,-323,0.114121869,-0.22703746,-9.966539383,9.969778186
126530.761,301398780,-976294964,-7,-323,0.105342433,-0.142353967,-9.787062645,9.788664715
126630.761,301398780,-976294964,-7,-323,0.145772874,-0.232140094,-9.875255585,9.879059248
126730.761,301398779,-976294963,-8,-322,0.054941829,-0.185443342,-9.925764084,9.927648286
126830.761,301398779,-976294963,-8,-322,0.215727836,-0.242715284,-9.929337502,9.934646065
126930.761,301398780,-976294960,-7,-319,0.075648956,-0.356575817,-9.958869934,9.965538593
127030.761,301398780,-976294960,-7,-319,0.03949644,-0.232118055,-9.625403404,9.628282788
127130.761,301398781,-976294959,-6,-318,0.126457989,-0.237551376,-10.04307938,10.04668431
127230.761,301398781,-976294959,-6,-318,0.035722952,-0.085522987,-9.93229866,9.932731094
127330.761,301398781,-976294958,-6,-317,-0.065828294,-0.356274247,-10.10348797,10.10998189
127430.761,301398781,-976294958,-6,-317,-0.082619511,-0.170427963,-9.757092476,9.758930539
127530.761,301398781,-976294955,-6,-314,0.004780284,-0.181416333,-9.775938988,9.777623322
127630.761,301398781,-976294955,-6,-314,0.243534073,-0.263198346,-10.23155499,10.23783667
127730.761,301398780,-976294955,-7,-314,0.154367894,-0.153766856,-9.852822304,9.855231151
127830.761,301398780,-976294955,-7,-314,0.136095196,-0.223271966,-9.48264122,9.486245663
127930.761,301398780,-976294958,-7,-317,0.135679871,-0.242023438,-10.07383823,10.07765851
128030.761,301398780,-976294958,-7,-317,0.07064458,-0.371240467,-9.840656281,9.847909736
128130.761,301398781,-976294958,-6,-317,0.060007382,-0.178628072,-9.928466797,9.930254871
128230.761,301398781,-976294958,-6,-317,0.086922757,-0.249398619,-9.87934494,9.882874667
128330.761,301398781,-976294954,-6,-313,0.081456423,-0.277356356,-9.937175751,9.941379361
128430.761,301398781,-976294954,-6,-313,0.162250325,0.007993756,-9.473275185,9.474667899
128530.761,301398780,-976294952,-7,-311,0.025721213,-0.379846483,-9.903707504,9.911022513
128630.761,301398780,-976294952,-7,-311,0.013874736,-0.319194049,-9.897115707,9.902271289
128730.761,301398782,-976294953,-5,-312,0.026431255,-0.253019929,-9.925200462,9.928460199
128830.761,301398782,-976294953,-5,-312,0.061546747,-0.23682639,-9.967330933,9.97033403
128930.761,301398783,-976294955,-4,-314,0.084150039,-0.266368151,-9.919470787,9.923403343
129030.761,301398783,-976294955,-4,-314,0.097154841,-0.118863449,-9.919035912,9.920223838
129130.761,301398784,-976294954,-3,-313,0.083464354,-0.351899028,-9.848562241,9.855200527
129230.761,301398784,-976294954,-3,-313,0.102722928,-0.228069648,-9.902468681,9.905627378
129330.761,301398784,-976294959,-3,-318,0.059130967,-0.219807506,-9.961576462,9.964176705
129430.761,301398784,-976294959,-3,-318,0.073771492,-0.21615614,-9.941016197,9.943639612
129530.761,301398784,-976294959,-3,-318,0.102167964,-0.272965789,-9.905110359,9.909397552
129630.761,301398784,-976294959,-3,-318,0.162543252,-0.191938147,-9.91652298,9.919712121
129730.761,301398787,-976294958,0,-317,0.061226033,-0.280902356,-9.929102898,9.933264273
129830.761,301398787,-976294958,0,-317,0.092454806,-0.221986696,-10.02536106,10.02824463
129930.761,301398791,-976294960,4,-319,0.123167098,-0.26445055,-9.868766785,9.87307764
130030.761,301398791,-976294960,4,-319,0.061768446,-0.237913057,-9.91864872,9.921693927
130130.761,301398795,-976294960,8,-319,0.064313211,-0.223626807,-9.948326111,9.951047058
130230.761,301398795,-976294960,8,-319,0.068530045,-0.236944824,-9.878423691,9.88150261
130330.761,301398796,-976294956,9,-315,0.067199767,-0.263393849,-9.899040222,9.902771806
130430.761,301398796,-976294956,9,-315,0.08709991,-0.196377739,-9.964830399,9.967145804
130530.761,301398795,-976294955,8,-314,0.077480733,-0.241166279,-9.884321213,9.887566449
130630.761,301398795,-976294955,8,-314,0.081352562,-0.228343263,-9.884016991,9.886988963
130730.761,301398797,-976294957,10,-316,0.113454498,-0.173174068,-9.980311394,9.98245845
130830.761,301398797,-976294957,10,-316,0.131581351,-0.28344363,-10.07359219,10.07843805
130930.761,301398797,-976294957,10,-316,0.088615865,-0.337513059,-10.05138302,10.05743846
131030.761,301398797,-976294957,10,-316,0.098996021,-0.203937352,-9.924199104,9.926787925
131130.761,301398797,-976294959,10,-318,0.127085418,-0.303520292,-9.937782288,9.943228453
131230.761,301398797,-976294959,10,-318,0.082613893,-0.117008336,-9.964850426,9.965879791
131330.761,301398799,-976294960,12,-319,-0.007813967,-0.230930284,-9.816662788,9.81938176
131430.761,301398799,-976294960,12,-319,0.03908848,-0.271704078,-9.925901413,9.929696364
131530.761,301398802,-976294957,15,-316,0.105651744,-0.29286921,-9.99323082,9.99807966
131630.761,301398802,-976294957,15,-316,0.069808081,-0.132852018,-9.873181343,9.874321884
131730.761,301398805,-976294958,18,-317,0.071814306,-0.186047032,-9.890236855,9.892247259
131830.761,301398805,-976294958,18,-317,0.116792552,-0.307635874,-10.11963367,10.12498227
131930.761,301398806,-976294963,19,-322,0.081812166,-0.223165065,-9.961651802,9.964487067
132030.761,301398806,-976294963,19,-322,0.111179903,-0.184762552,-9.943502426,9.94584027
132130.761,301398806,-976294967,19,-326,0.028163251,-0.263305694,-9.88534832,9.888894502
132230.761,301398806,-976294967,19,-326,0.055975746,-0.246484473,-9.861728668,9.864967319
132330.761,301398804,-976294968,17,-327,0.09753339,-0.185780913,-9.863204956,9.8654366
132430.761,301398804,-976294968,17,-327,0.054894555,-0.144731492,-9.948928833,9.950132941
132530.761,301398804,-976294973,17,-332,0.110634029,-0.23337853,-9.913531303,9.916895095
132630.761,301398804,-976294973,17,-332,0.089033596,-0.242038041,-9.92530632,9.928656251
132730.761,301398805,-976294976,18,-335,0.063454546,-0.229650617,-9.953037262,9.95588854
132830.761,301398805,-976294976,18,-335,0.086850762,-0.20653072,-9.935945511,9.93847127
132930.761,301398805,-976294976,18,-335,0.078244984,-0.211420402,-9.971164703,9.973712769
133030.761,301398805,-976294976,18,-335,0.075175487,-0.225064471,-9.95810318,9.960929892
133130.761,301398805,-976294978,18,-337,0.098074794,-0.273215264,-9.908946037,9.913197104
133230.761,301398805,-976294978,18,-337,0.0890714,-0.215056702,-9.926909447,9.929638174
133330.761,301398805,-976294979,18,-338,0.082961872,-0.225837246,-9.929423332,9.932337733
133430.761,301398805,-976294979,18,-338,0.087050751,-0.223865524,-9.955340385,9.958237585
133530.761,301398806,-976294982,19,-341,0.090207733,-0.236650333,-9.922644615,9.925876131
133630.761,301398806,-976294982,19,-341,-0.009096189,-0.262308896,-10.09073734,10.09415023
133730.761,301398807,-976294984,20,-343,0.175732329,-0.204107225,-9.937255859,9.940905171
133830.761,301398807,-976294984,20,-343,0.123968609,-0.223564923,-9.895037651,9.898339235
133930.761,301398808,-976294985,21,-344,0.072903991,-0.22387071,-9.76671505,9.769552495
134030.761,301398808,-976294985,21,-344,0.065671995,-0.205626845,-9.913928986,9.916278694
134130.761,301398811,-976294986,24,-345,0.115035594,-0.196454346,-9.912922859,9.915536653
134230.761,301398811,-976294986,24,-345,-0.009712973,-0.296589851,-9.949589729,9.954014048
134330.761,301398814,-976294989,27,-348,0.054989133,-0.148783803,-9.854791641,9.856068116
134430.761,301398814,-976294989,27,-348,0.091816299,-0.246643201,-9.946228027,9.949709296
134530.761,301398816,-976294993,29,-352,0.137653098,-0.240538403,-9.876769066,9.880656571
134630.761,301398816,-976294993,29,-352,0.135327995,-0.120087802,-10.06046963,10.0620964
134730.761,301398817,-976294993,30,-352,0.095794484,-0.229389802,-10.02850342,10.03158398
134830.761,301398817,-976294993,30,-352,0.095555462,-0.267585427,-10.04569149,10.04970897
134930.761,301398819,-976294995,32,-354,0.099667154,-0.24980706,-9.993538857,9.997157395
135030.761,301398819,-976294995,32,-354,0.034751341,-0.25086382,-9.920604706,9.923836861
135130.761,301398821,-976294995,34,-354,0.046513941,-0.194416165,-9.945549965,9.947558761
135230.761,301398821,-976294995,34,-354,0.132011145,-0.299013823,-9.843061447,9.848486933
135330.761,301398823,-976294997,36,-356,0.143372312,-0.126311719,-10.07670212,10.07851357
135430.761,301398823,-976294997,36,-356,0.11659462,-0.293585002,-9.54208374,9.547311065
135530.761,301398825,-976294997,38,-356,0.028269306,-0.1165592,-9.976499557,9.977220486
135630.761,301398825,-976294997,38,-356,0.018262289,-0.253790081,-9.891659737,9.894931797
135730.761,301398826,-976294998,39,-357,0.167822674,-0.254197836,-9.890714645,9.895403841
135830.761,301398826,-976294998,39,-357,0.116652891,-0.215477347,-9.915555,9.918582023
135930.761,301398824,-976294998,37,-357,0.102672286,-0.244727671,-9.967126846,9.970659497
136030.761,301398824,-976294998,37,-357,0.101947568,-0.193998724,-9.92678833,9.929207187
136130.761,301398823,-976294997,36,-356,0.04908637,-0.283620536,-9.95528698,9.95944722
136230.761,301398823,-976294997,36,-356,0.040077034,-0.172825292,-9.947493553,9.949075472
136330.761,301398823,-976294997,36,-356,0.090696953,-0.274146438,-10.04736614,10.05151474
136430.761,301398823,-976294997,36,-356,0.094240844,-0.18666929,-10.00544262,10.00762753
136530.761,301398824,-976294999,37,-358,0.093488559,-0.280460209,-10.01516056,10.0195229
136630.761,301398824,-976294999,37,-358,0.076431058,-0.203641325,-9.91836071,9.92074547
136730.761,301398828,-976295001,41,-360,-0.013142942,-0.231472388,-9.898415565,9.901130385
136830.761,301398828,-976295001,41,-360,0.005032242,-0.278929144,-9.934028625,9.937945035
136930.761,301398828,-976295001,41,-360,0.029562952,-0.165081337,-9.924442291,9.925859187
137030.761,301398828,-976295001,41,-360,0.107355498,-0.236057535,-9.930171967,9.933557452
137130.761,301398828,-976295003,41,-362,0.093027741,-0.259976268,-9.998378754,10.00219074
137230.761,301398828,-976295003,41,-362,0.075777203,-0.254644305,-9.917122841,9.920680992
137330.761,301398828,-976295005,41,-364,0.087541021,-0.246579334,-9.934648514,9.938093675
137430.761,301398828,-976295005,41,-364,0.059313249,-0.181146652,-9.940213203,9.94204057
137530.761,301398829,-976295005,42,-364,0.06014673,-0.247549623,-9.91601944,9.919291304
137630.761,301398829,-976295005,42,-364,0.070677593,-0.263426661,-9.947759628,9.951497905
137730.761,301398830,-976295005,43,-364,0.075316928,-0.217469499,-9.950357437,9.953018575
137830.761,301398830,-976295005,43,-364,0.073176093,-0.215616688,-9.909911156,9.912526641
137930.761,301398832,-976295006,45,-365,0.077221967,-0.284690708,-9.918761253,9.923146519
138030.761,301398832,-976295006,45,-365,0.090624206,-0.189575255,-9.954864502,9.95708184
138130.761,301398833,-976295007,46,-366,0.062190283,-0.224897936,-9.917803764,9.920548282
138230.761,301398833,-976295007,46,-366,0.089313097,-0.202009305,-9.924100876,9.926558456
138330.761,301398834,-976295007,47,-366,0.026075814,-0.238285035,-9.875717163,9.878625876
138430.761,301398834,-976295007,47,-366,0.034186345,-0.218480512,-9.904436111,9.906904518
138530.761,301398836,-976295008,49,-367,0.086194865,-0.257505417,-9.911178589,9.914897862
138630.761,301398836,-976295008,49,-367,0.045297317,-0.229581192,-9.973284721,9.976029646
138730.761,301398837,-976295008,50,-367,0.074077964,-0.178408846,-9.957911491,9.959785065
138830.761,301398837,-976295008,50,-367,0.056226436,-0.237443641,-9.932596207,9.935593002
138930.761,301398840,-976295011,53,-370,0.178451434,0.072476707,-10.25345898,10.25526785
139030.761,301398840,-976295011,53,-370,0.122181021,-0.288223445,-10.05066967,10.05554383
139130.761,301398841,-976295012,54,-371,0.047567572,-0.28133136,-9.96079731,9.964882993
139230.761,301398841,-976295012,54,-371,0.051100992,-0.181425154,-9.908420563,9.910213138
139330.761,301398841,-976295013,54,-372,0.033947613,-0.236135393,-9.924055099,9.92692208
139430.761,301398841,-976295013,54,-372,0.059920039,-0.229671657,-9.87888813,9.881739228
139530.761,301398843,-976295014,56,-373,0.146496609,-0.211046949,-9.897371292,9.900705054
