x,y,z
99.01443547502521,119.35751910302085,0
99.30501187550134,119.38206962219382,0
99.59554659882954,119.40661837876112,0
99.8859979678619,119.43116361011708,0
100.17632430545048,119.45570355365602,0
100.46648393444735,119.48023644677227,0
100.7564351777046,119.50476052686014,0
101.04613635807429,119.52927403131397,0
101.33554579840852,119.55377519752808,0
101.62462182155933,119.57826226289683,0
101.91332275037881,119.60273346481449,0
102.20160690771904,119.62718704067544,0
102.4894326164321,119.65162122787397,0
102.77675819937004,119.67603426380442,0
103.06354197938495,119.70042438586113,0
103.34974227932891,119.7247898314384,0
103.63531742205397,119.74912883793057,0
103.92022573041226,119.77343964273197,0
104.20442552725578,119.79772048323693,0
104.48787513543665,119.82196959683976,0
104.77053287780696,119.8461852209348,0
105.05235707721873,119.87036559291637,0
105.33330605652408,119.89450895017877,0
105.61333813857507,119.91861353011639,0
105.89241164622378,119.94267757012352,0
106.17048490232226,119.9666993075945,0
106.44751622972262,119.99067697992362,0
106.72346395127691,120.01460882450525,0
106.99828638983722,120.0384930787337,0
107.2719418682556,120.06232798000329,0
107.54438870938417,120.08611176570834,0
107.81558523607495,120.10984267324321,0
108.08548977118005,120.13351894000219,0
108.35406063755154,120.15713880337964,0
108.62125615804149,120.18070050076985,0
108.88703465550196,120.20420226956718,0
109.15135445278506,120.22764234716593,0
109.41417387274282,120.25101897096043,0
109.67545123822735,120.27433037834503,0
109.93514487209072,120.29757480671404,0
110.19321309718498,120.3207504934618,0
110.44961423636224,120.34385567598261,0
110.70430661247455,120.36688859167081,0
110.95724854837398,120.38984747792074,0
111.20839836691262,120.41273057212672,0
111.45771439094256,120.43553611168306,0
111.70515494331582,120.45826233398411,0
111.95067834688453,120.48090747642418,0
112.19424292450074,120.5034697763976,0
112.43580699901652,120.5259474712987,0
112.67532889328396,120.5483387985218,0
112.91276693015513,120.57064199546122,0
113.14807943248209,120.5928552995113,0
113.38122472311693,120.61497694806638,0
113.61216112491174,120.63700517852077,0
113.84084696071855,120.6589382282688,0
114.06724055338947,120.6807743347048,0
114.29130022577657,120.70251173522307,0
114.5129843007319,120.72414866721797,0
114.73225110110755,120.74568336808382,0
114.94905894975562,120.76711407521495,0
115.16336616952816,120.78843902600566,0
115.37513108327722,120.8096564578503,0
115.58431201385494,120.83076460814318,0
115.79086728411333,120.85176171427867,0
115.9947552169045,120.87264601365104,0
116.19593413508052,120.89341574365463,0
116.39436236149345,120.9140691416838,0
116.58999821899538,120.93460444513283,0
116.78280003043838,120.95501989139609,0
116.9727261186745,120.97531371786789,0
117.15973480655586,120.99548416194256,0
117.34378441693451,121.01552946101441,0
117.52483327266252,121.03544785247777,0
117.70283969659198,121.05523757372698,0
117.87776201157496,121.07489686215638,0
118.04955854046351,121.09442395516025,0
118.21818760610974,121.11381709013297,0
118.38360753136571,121.13307450446882,0
118.54577663908348,121.15219443556215,0
118.70465325211515,121.17117512080728,0
118.86019569331279,121.19001479759855,0
119.01236228552845,121.20871170333027,0
119.16111135161422,121.22726407539679,0
119.30640121442221,121.2456701511924,0
119.44819019680443,121.26392816811146,0
119.58643662161299,121.28203636354829,0
119.72109881169997,121.2999929748972,0
119.85213508991743,121.31779623955252,0
119.97950377911744,121.3354443949086,0
120.1031632021521,121.35293567835974,0
120.22307168187345,121.37026832730028,0
120.3391875411336,121.38744057912454,0
120.4514691027846,121.40445067122687,0
120.55987468967854,121.42129684100155,0
120.66436262466746,121.43797732584294,0
120.7648912306035,121.45449036314535,0
120.86141883033866,121.47083419030314,0
120.95390374672506,121.48700704471061,0
121.04230430261478,121.50300716376208,0
121.12657882085988,121.5188327848519,0
121.20671308008048,121.53448202480551,0
121.28280268196902,121.54995251817299,0
121.3549706839859,121.56524177893549,0
121.42334014359166,121.58034732107424,0
121.4880341182467,121.59526665857042,0
121.54917566541152,121.60999730540522,0
121.60688784254657,121.62453677555978,0
121.6612937071123,121.63888258301536,0
121.71251631656922,121.65303224175311,0
121.76067872837774,121.66698326575425,0
121.80590399999832,121.68073316899995,0
121.84831518889149,121.69427946547137,0
121.88803535251763,121.70761966914975,0
121.92518754833725,121.72075129401628,0
121.95989483381081,121.73367185405212,0
121.99228026639877,121.74637886323845,0
122.02246690356158,121.7588698355565,0
122.05057780275969,121.77114228498743,0
122.07673602145361,121.78319372551245,0
122.1010646171038,121.7950216711127,0
122.12368664717066,121.80662363576945,0
122.14472516911471,121.81799713346385,0
122.16430324039639,121.82913967817709,0
122.18254391847617,121.84004878389034,0
122.19957026081451,121.85072196458482,0
122.21550532487187,121.8611567342417,0
122.23047216810873,121.87135060684219,0
122.24459384798554,121.88130109636745,0
122.25799342196275,121.89100571679869,0
122.27079394750086,121.90046198211711,0
122.28311848206027,121.9096674063039,0
122.29509008310151,121.9186195033402,0
122.306831808085,121.92731578720725,0
122.31846671447123,121.93575377188624,0
122.33011785972063,121.94393097135834,0
122.3419083012937,121.95184489960475,0
122.35396109665088,121.95949307060664,0
122.36639930325262,121.96687299834522,0
122.37934597855943,121.97398219680169,0
122.39292418003173,121.98081817995721,0
122.40725696512999,121.987378461793,0
122.42246739131468,121.99366055629021,0
122.43867851604628,121.9996619774301,0
122.45601339678522,122.00538023919377,0
122.47459509099197,122.01081285556246,0
122.49454665612701,122.01595734051736,0
122.51599114965082,122.02081120803966,0
122.53905162902379,122.02537197211055,0
122.56385115170646,122.0296371467112,0
122.59051277515925,122.03360424582281,0
122.61915955684263,122.03727078342659,0
122.64991455421708,122.0406342735037,0
122.68290082474304,122.04369223003533,0
122.71824142588099,122.04644216700271,0
122.75605941509139,122.04888159838698,0
122.79647784983467,122.05100803816937,0
122.83961978757135,122.05281900033103,0
122.88560828576185,122.0543119988532,0
122.93456640186666,122.05548454771701,0
122.98661719334623,122.05633416090372,0
123.04188371766101,122.05685835239446,0
123.10048903227148,122.05705463617042,0
123.16255619463811,122.05692052621283,0
123.22820826222133,122.05645353650286,0
123.29756829248164,122.0556511810217,0
123.37075934287947,122.05451097375052,0
123.44790447087532,122.05303042867057,0
123.52912673392963,122.05120705976297,0
123.61454918950285,122.04903838100894,0
123.70429489505548,122.04652190638969,0
123.79848690804795,122.04365514988636,0
123.89724828594072,122.04043562548019,0
124.00070208619427,122.03686084715234,0
124.10897136626907,122.032928328884,0
124.22217918362558,122.02863558465637,0
124.34044859572424,122.02398012845065,0
124.46390266002554,122.01895947424802,0
124.59266443398992,122.01357113602967,0
124.72685697507785,122.00781262777676,0
124.86660334074982,122.00168146347052,0
125.01202658846624,121.99517515709213,0
125.16324977568763,121.98829122262279,0
125.3203959598744,121.98102717404366,0
125.48358819848706,121.97338052533594,0
125.652949548986,121.96534879048085,0
125.8286030688318,121.95692948345953,0
126.01067181548481,121.9481201182532,0
126.19927884640556,121.93891820884305,0
126.39454721905449,121.92932126921026,0
126.59659999089205,121.91932681333604,0
126.80556021937872,121.90893235520154,0
127.02155096197497,121.89813540878801,0
127.24469527614126,121.88693348807658,0
127.47511621933805,121.87532410704847,0
127.71293684902577,121.86330477968485,0
127.95828022266491,121.85087301996694,0
128.21126939771597,121.8380263418759,0
128.47202743163936,121.82476225939295,0
128.74067738189555,121.81107828649925,0
129.01734230594502,121.79697193717601,0
129.30209779123334,121.78244216042462,0
129.59482954514647,121.7674936453274,0
129.8953758050556,121.75213251598689,0
130.20357480833178,121.73636489650555,0
130.51926479234615,121.72019691098592,0
130.84228399446982,121.70363468353057,0
131.17247065207388,121.68668433824195,0
131.50966300252946,121.66935199922263,0
131.85369928320767,121.65164379057511,0
132.20441773147962,121.63356583640191,0
132.56165658471647,121.61512426080553,0
132.9252540802892,121.59632518788852,0
133.29504845556903,121.57717474175341,0
133.6708779479271,121.55767904650268,0
134.05258079473438,121.53784422623889,0
134.4399952333621,121.51767640506452,0
134.8329595011814,121.49718170708212,0
135.23131183556328,121.47636625639419,0
135.6348904738789,121.45523617710326,0
136.0435336534994,121.43379759331187,0
136.45707961179582,121.4120566291225,0
136.8753665861394,121.39001940863768,0
137.2982328139011,121.36769205595995,0
137.7255165324521,121.34508069519183,0
138.15705597916352,121.32219145043581,0
138.5926893914065,121.29903044579444,0
139.03225500655213,121.27560380537024,0
139.47559106197147,121.25191765326569,0
139.92253579503566,121.22797811358335,0
140.37292744311586,121.20379131042571,0
140.82660424358312,121.17936336789533,0
141.28340443380856,121.1547004100947,0
141.74316625116327,121.12980856112635,0
142.20572793301852,121.1046939450928,0
142.6709277167452,121.07936268609657,0
143.1386038397146,121.05382090824016,0
143.60859453929766,121.0280747356261,0
144.0807380528656,121.00213029235694,0
144.55487261778958,120.97599370253516,0
145.03083647144058,120.94967109026331,0
145.5084678511898,120.92316857964389,0
145.98760499440837,120.8964922947794,0
146.46808613846733,120.86964835977243,0
146.94974952073784,120.84264289872542,0
147.43243337859093,120.81548203574094,0
147.91597594939782,120.78817189492149,0
148.40021547052962,120.7607186003696,0
148.88499017935737,120.73312827618777,0
149.3701383132522,120.70540704647856,0
149.85549810958526,120.67756103534443,0
150.34090780572757,120.64959636688795,0
150.82620563905033,120.62151916521164,0
151.31122984692468,120.59333555441798,0
151.79581866672163,120.5650516586095,0
152.27981033581239,120.53667360188878,0
152.763043091568,120.50820750835827,0
153.24535517135956,120.4796595021205,0
153.7265848125582,120.45103570727801,0
154.20657025253513,120.42234224793333,0
154.68514972866134,120.39358524818894,0
155.16216147830795,120.36477083214739,0
155.63744373884614,120.33590512391119,0
156.11083474764698,120.30699424758285,0
156.58217274208158,120.27804432726491,0
157.05129595952104,120.24906148705989,0
157.5180426373365,120.22005185107031,0
157.9822510128991,120.19102154339866,0
158.44375932357985,120.16197668814749,0
158.90240580674995,120.13292340941932,0
159.3580286997805,120.10386783131665,0
159.8104662400426,120.07481607794199,0
160.25955666490734,120.0457742733979,0
160.70513821174583,120.01674854178688,0
161.14704911792919,119.98774500721146,0
161.58512762082862,119.95876979377412,0
162.0192119578151,119.92982902557745,0
162.44914036625977,119.9009288267239,0
162.87475108353382,119.872075321316,0
163.29588234700827,119.84327463345633,0
163.71237239405428,119.81453288724735,0
164.12405946204296,119.7858562067916,0
164.53078178834542,119.7572507161916,0
164.9323776103328,119.72872253954988,0
165.32868516537613,119.70027780096892,0
165.71954269084657,119.67192262455129,0
166.1047884241152,119.64366313439947,0
166.48426060255326,119.61550545461601,0
166.85779746353168,119.58745570930343,0
167.22523724442166,119.55952002256421,0
167.58641818259434,119.53170451850093,0
167.9411785154208,119.50401532121604,0
168.28935648027215,119.47645855481211,0
168.63079031451946,119.44904034339167,0
168.9653182555339,119.42176681105718,0
169.29277854068658,119.39464408191121,0
169.61300940734859,119.36767828005627,0
169.92584909289104,119.34087552959487,0
170.23113583468506,119.31424195462955,0
170.52870787010175,119.28778367926279,0
170.81840343651223,119.26150682759716,0
171.10010783603167,119.23541643785434,0
171.3738946297516,119.20951320473293,0
171.63988444350767,119.18379673705067,0
171.89819790313535,119.15826664362534,0
172.14895563447035,119.1329225332747,0
172.39227826334823,119.10776401481651,0
172.6282864156047,119.08279069706855,0
172.85710071707516,119.05800218884858,0
173.0788417935953,119.03339809897436,0
173.29363027100078,119.00897803626367,0
173.50158677512712,118.98474160953427,0
173.70283193180998,118.96068842760393,0
173.89748636688486,118.93681809929042,0
174.08567070618747,118.9131302334115,0
174.26750557555337,118.8896244387849,0
174.44311160081813,118.86630032422848,0
174.61260940781742,118.84315749855992,0
174.77611962238674,118.82019557059701,0
174.93376287036176,118.79741414915755,0
175.08565977757803,118.77481284305925,0
175.23193096987123,118.75239126111993,0
175.3726970730769,118.73014901215733,0
175.5080787130306,118.7080857049892,0
175.63819651556804,118.68620094843334,0
175.7631711065247,118.6644943513075,0
175.8831231117363,118.64296552242945,0
175.99817315703834,118.62161407061696,0
176.10844186826648,118.60043960468778,0
176.21404987125624,118.5794417334597,0
176.3151177918433,118.55862006575047,0
176.41176625586326,118.53797421037785,0
176.50411588915168,118.51750377615966,0
176.59228731754416,118.4972083719136,0
176.6764011668763,118.47708760645745,0
176.75657806298375,118.457141088609,0
176.832938631702,118.437368427186,0
176.90560349886678,118.41776923100622,0
176.97469329031364,118.39834310888745,0
177.0403286318781,118.37908966964741,0
177.10263014939588,118.3600085221039,0
177.1617184687025,118.34109927507467,0
177.21771421563363,118.3223615373775,0
177.27073801602478,118.30379491783015,0
177.3209104957116,118.28539902525038,0
177.36835228052968,118.26717346845598,0
177.41318399631461,118.24911785626469,0
177.45552626890202,118.23123179749429,0
177.4954997241275,118.21351490096256,0
177.53322498782666,118.19596677548722,0
177.56882268583502,118.17858702988609,0
177.60241344398827,118.1613752729769,0
177.634117888122,118.14433111357744,0
177.66405664407176,118.12745416050545,0
177.69235033767316,118.11074402257874,0
177.71911959476182,118.09420030861503,0
177.7444850411734,118.0778226274321,0
177.76856730274338,118.06161058784774,0
177.7914870053074,118.0455637986797,0
177.8133647747011,118.02968186874573,0
177.83432123676005,118.01396440686362,0
177.85447701731982,117.99841102185114,0
177.87395274221612,117.98302132252603,0
177.8928690372844,117.96779491770607,0
177.91134652836035,117.95273141620903,0
177.92950584127954,117.93783042685268,0
177.94746760187758,117.92309155845479,0
177.9653524359901,117.90851441983311,0
177.9832809694526,117.89409861980542,0
178.0013738281008,117.87984376718947,0
178.01975163777024,117.86574947080307,0
178.03853502429652,117.85181533946393,0
178.05784461351521,117.83804098198983,0
178.077801031262,117.82442600719857,0
178.0985249033724,117.81097002390788,0
178.12013685568203,117.79767264093555,0
178.14275751402653,117.78453346709934,0
178.16650750424145,117.771552111217,0
178.19150745216243,117.75872818210632,0
178.21787798362504,117.74606128858507,0
178.2457397244649,117.73355103947098,0
