,x,y,z,t,curvature,dist,pos,delta_t,delta_vel,vel,ay,ax,time
1294,-25.22119621641365,-109.03534691740796,0.0,65.80000000000005,0.187319920620584,0.05603984970814724,955.9129203981258,0.03578812217273867,0.3343707881083146,1.7330638561220884,1.0646132635475387,0.9524022444107417,1683.854166958614
1295,-25.21605616707832,-109.09029460677736,0.0,65.85000000000005,0.4925225497268816,0.05518757717281661,955.9681079752986,0.029146824879495884,0.3207394611775014,2.0538033172995895,0.6216329170432612,1.1217398183085725,1683.8833137834936
1296,-25.209359036330664,-109.1456806474114,0.0,65.90000000000006,0.7317126372608685,0.055789470846800596,956.0238974461454,0.02541967274253135,0.2818653630835855,2.335668680383175,0.5876356550125587,1.1303234783839302,1683.9087334562362
1297,-25.20004737402656,-109.20284309394184,0.0,65.95000000000006,0.8567836491141257,0.057915907557519866,956.081813353703,0.023503466886803128,0.256948992600424,2.5926176729835992,0.6490561916561415,1.1144125241403084,1683.932236923123
1298,-25.187063730021865,-109.26312000100044,0.0,66.00000000000006,0.8618101708235744,0.06165939130572645,956.1434727450087,0.022737110094406803,0.2384434812637349,2.831061154247334,0.7950534595925988,1.0690085576185402,1683.9549740332172
1299,-25.16961774369773,-109.32758461275326,0.0,66.05000000000005,0.5860754315039073,0.06678359534543303,956.2102563403541,0.02470942420051186,0.335750428375828,2.8706332713363922,1.1176176725355218,-1.3851121627006397,1683.9796834574177
1300,-25.147987412536363,-109.39625093150345,0.0,66.10000000000005,0.3971634097453906,0.07199260070905249,956.2822489410632,0.030887187163746055,0.4081174544140484,2.534882842960564,1.1609163556996343,-1.346907595494069,1684.0105706445813
1301,-25.1227178235452,-109.46886814908837,0.0,66.15000000000006,0.263470570433634,0.07688831131945767,956.3591372523827,0.03931939307191657,0.44145884782000033,2.1267653885465156,1.0988962554225556,-1.400870113772442,1684.0498900376533
1302,-25.09435406373174,-109.54518545734544,0.0,66.20000000000006,0.1654438990077515,0.08141765416886637,956.4405549065515,0.05027206533424157,0.4368027705825024,1.6853065407265153,0.960417251280654,-1.5047049801455072,1684.1001621029875
1303,-25.063441220103435,-109.62495204811208,0.0,66.25000000000006,0.0907972427006736,0.08554713848937526,956.5261020450408,0.06647322050841861,0.5117129222508092,1.248503770144013,0.6094622036167059,-1.6873136107572138,1684.166635323496
1304,-25.030524379667742,-109.7079171132257,0.0,66.30000000000005,0.0316214214963848,0.08925648667507083,956.6153585317159,0.07904480609260002,0.191401282139538,0.7367908478932037,0.9588777764169804,-1.5057433500101227,1684.2456801295884
1305,-24.996148629432145,-109.79382984452371,0.0,66.35000000000005,0.0173263304751986,0.09253480211976511,956.7078933338356,0.16966734959788357,0.0,0.5453895657536657,1.75,-0.0,1684.4153474791863
1306,-24.96085905640408,-109.88243943384356,0.0,66.40000000000006,0.0596395464191364,0.09537826421116459,956.8032715980468,0.0942602789157073,0.0,1.0118606194286466,1.75,-0.0,1684.509607758102
1307,-24.92520074759104,-109.97349507302258,0.0,66.45000000000006,0.097876713193427,0.09778877447695848,956.9010603725237,0.07543897639466067,0.0,1.2962632733160953,1.75,-0.0,1684.5850467344967
1308,-24.889718790000483,-110.0667459538982,0.0,66.50000000000006,0.1339392613221953,0.09977322335446055,957.0008335958781,0.06579706557766596,0.0,1.5163780098474087,1.75,-0.0,1684.6508438000744
1309,-24.85495827063988,-110.16194126830784,0.0,66.55000000000005,0.1693082545694794,0.1013431871995764,957.1021767830778,0.05944317037244896,0.0,1.7048752037382495,1.75,-0.0,1684.710286970447
1310,-24.821464276516675,-110.25883020808892,0.0,66.60000000000005,0.2051935947489686,0.10251494668694554,957.2046917297647,0.054620008351665715,0.0,1.8768753389218258,1.75,-0.0,1684.7649069787988
1311,-24.789781894638345,-110.35716196507884,0.0,66.65000000000006,0.2426257421389196,0.10330976601565446,957.3080014957803,0.05061968187774858,0.0,2.040901131404925,1.75,-0.0,1684.8155266606766
1312,-24.760456212012365,-110.456685731115,0.0,66.70000000000006,0.2825055370227122,0.1037544007138946,957.4117558964942,0.04711286510608326,0.0,2.202251985318077,1.75,-0.0,1684.8626395257827
1313,-24.734032315646196,-110.55715069803476,0.0,66.75000000000006,0.3256183220168208,0.10388181687551618,957.5156377133698,0.04393712055279404,0.0,2.3643291951891494,1.75,-0.0,1684.9065766463355
1314,-24.711055292547293,-110.65830605767562,0.0,66.80000000000005,0.372611928027459,0.10373210869619141,957.6193698220659,0.041013922054361315,0.0,2.529192613149778,1.75,-0.0,1684.9475905683898
1315,-24.692070229723125,-110.75990100187497,0.0,66.85000000000007,0.4239333639705717,0.10335359353842674,957.7227234156043,0.03831097940378172,0.0,2.6977538853581122,1.75,-0.0,1684.9859015477937
1316,-24.67762221418117,-110.86168472247014,0.0,66.90000000000006,0.4797167642565854,0.10280404141519969,957.8255274570195,0.035823186333965584,0.0,2.869762629621992,1.75,-0.0,1685.0217247341277
1317,-24.66825633292888,-110.96340641129862,0.0,66.95000000000006,0.5396174442084346,0.1021519540182633,957.9276794110377,0.03356217983318723,0.0,3.043662674057081,1.75,-0.0,1685.0552869139608
1318,-24.664517672973727,-111.06481526019778,0.0,67.00000000000006,0.6025977680448957,0.10147774245277562,958.0291571534905,0.03243513412001244,0.16994752625104484,3.213610200308126,1.5670992782276694,0.5341093023157077,1685.0877220480809
1319,-24.66685635104064,-111.16567571583788,0.0,67.05000000000005,0.6095445719045314,0.10088756577016685,958.1300447192607,0.031187558768117088,0.0,3.234865752727776,1.75,-0.0,1685.118909606849
1320,-24.675342602724434,-111.26581324422078,0.0,67.10000000000007,0.6135753206954605,0.10049647286485841,958.2305411921255,0.030964448548868827,0.0,3.2455437630756605,1.75,-0.0,1685.149874055398
1321,-24.689951693337395,-111.365068566181,0.0,67.15000000000006,0.6145825467334204,0.10032469519496938,958.3308658873206,0.030728111959057208,0.005412774487480565,3.2482065622503127,1.744172499279788,-0.14677354878165705,1685.180602167357
1322,-24.7106588881918,-111.46328240255323,0.0,67.20000000000006,0.6125359865998669,0.10037303210370391,958.4312389194242,0.03074975655662316,0.013398915117192711,3.242793787762832,1.7355682104225847,-0.23069136748412766,1685.2113519239135
1323,-24.73743945259993,-111.56029547417212,0.0,67.25000000000006,0.6074845634757504,0.10064161512490535,958.5318805345491,0.030945234631025643,0.021150110511834352,3.2293948726456394,1.7271526913359567,-0.2899104446253394,1685.2422971585445
1324,-24.77026865187406,-111.65594850187225,0.0,67.30000000000005,0.599553485001252,0.10112990671992672,958.6330104412691,0.0312952313361904,0.028532190412370984,3.208244762133805,1.7190115266426038,-0.33723870933520833,1685.2735923898806
1325,-24.809121751326497,-111.75008220648832,0.0,67.35000000000007,0.5889367723176546,0.10183672069448507,958.7348471619636,0.03179366298584965,0.03542834116670335,3.179712571721434,1.7112202700370376,-0.3768352023170387,1685.3053860528664
1326,-24.853974016269497,-111.84253730885492,0.0,67.40000000000006,0.5758860243200906,0.10276026286525101,958.8376074248288,0.032438137914542246,0.04174358540089962,3.1442842305547307,1.7038423666682643,-0.4106837123050343,1685.337824190781
1327,-24.904800712015344,-111.93315452980671,0.0,67.45000000000006,0.5606965752049833,0.10389818926943871,958.9415056140982,0.03322791655388333,0.04740745038626004,3.102540645153831,1.6969278880979959,-0.43993016366327725,1685.371052107335
1328,-24.961577103876333,-112.02177459017832,0.0,67.50000000000006,0.5436923744150696,0.1052476782310208,959.0467532923292,0.03416319138756654,0.05237478155443842,3.055133194767571,1.6905130813232025,-0.46532544358665606,1685.4052152987224
1329,-25.024278457164737,-112.10823821080436,0.0,67.55000000000005,0.5252108978081985,0.1068055120111316,959.1535588043403,0.03524475234782191,0.05662486678438494,3.0027584132131326,1.6846206590125514,-0.4874096402751749,1685.4404600510702
1330,-25.09288003719286,-112.19238611251954,0.0,67.60000000000007,0.5055892164492692,0.10856816359054425,959.2621269679308,0.036473797335257935,0.06015919188462382,2.9461335464287477,1.6792607038521477,-0.5065998711646065,1685.4769338484055
1331,-25.167357109272945,-112.27405901615842,0.0,67.65000000000006,0.4851520591283746,0.11053188433401134,959.3726588522649,0.03785180687860958,0.0629982332884671,2.885974354544124,1.6744320293491413,-0.5232359933480464,1685.514785655284
1332,-25.247684938717292,-112.35309764255564,0.0,67.70000000000006,0.4642023696624221,0.11269278879324755,959.4853516410581,0.03938045056059371,0.06517771144063467,2.822976121255657,1.670123831653432,-0.5376058471791347,1685.5541661058446
1333,-25.33383879083819,-112.42934271254587,0.0,67.75000000000006,0.44301453730469,0.11504693361009453,959.6003985746681,0.041061510655783784,0.06674469069364752,2.757798409815022,1.6663174776886063,-0.5499598043643106,1685.5952276165003
1334,-25.425793930947908,-112.50263494696374,0.0,67.80000000000005,0.4218302093605348,0.11759038829156446,959.7179889629597,0.04289681588070431,0.06775383791259326,2.6910537191213746,1.662988298246054,-0.5605194501794577,1685.6381244323811
1335,-25.52352562435876,-112.57281506664388,0.0,67.85000000000007,0.40085640115043,0.1203192964377395,959.8383082593974,0.04488818160789037,0.06826406221041337,2.6232998812087813,1.6601072846229794,-0.5694829515930714,1685.683012613989
1336,-25.62700913638298,-112.63972379242092,0.0,67.90000000000006,0.3802655037929029,0.12322992674660593,959.961538186144,0.047037354638455806,0.06833566880122444,2.555035818998368,1.657642618687051,-0.5770285244116127,1685.7300499686273
1337,-25.736219732332877,-112.70320184512948,0.0,67.95000000000006,0.3601967460020677,0.12631871374979406,960.0878568998938,0.049345961580949546,0.06802808213974654,2.4867001501971435,1.6555609951530792,-0.5833168058336453,1685.7793959302082
1338,-25.85113267752072,-112.76308994560424,0.0,68.00000000000006,0.3407586761497624,0.12958228872117553,960.217439188615,0.05213203710445003,0.15518105583317565,2.418672068057397,1.5326451632663582,-0.8688225432848966,1685.8315279673127
1339,-25.97165096046845,-112.81927815535188,0.0,68.05000000000005,0.2984355067668461,0.1329728221830087,960.350412010798,0.05636200415157173,0.14197106262799464,2.2634910122242213,1.5373570364424214,-0.8599701997120998,1685.8878899714643
1340,-26.09738846253665,-112.87185389856738,0.0,68.10000000000007,0.2621725292870118,0.13628693334657213,960.4866989441446,0.06070775423976124,0.12944654339791573,2.1215199495962267,1.5429593490041058,-0.8492889105924668,1685.948597725704
