,ClA,CdA,endurance_points,autocross_points,skidpad_points,accel_points,endurance_time,autocross_time,skidpad_time,accel_time,drag_energy (kWh),Mass Delta (kg),Max Long Accel (g),Max braking Accel (g),Max Lat Accel (g)
2,6.0,2.3942635353645123,201.87590808908547,125.0,75.0,89.92666853770235,1372.311183748589,48.80200318847049,4.0867922432071495,4.1499107378763584,1.1911050271906691,-5.740323174541402,1.257843845346674,-2.1161733974244177,2.4880481543397632
